Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Bio,Medalla
Portugal Wine Trophy 2018,Michel Maury Merlot Réserve,2017,L´Union des Vignerons,Francia,Languedoc-Roussillon,Vino tranquilo,Semi seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","13,5","4,83","12,4",89,"8,95",No,Gold
Portugal Wine Trophy 2018,Château Fonsèche AOC Haut-Médoc,2015,Domaines Fabre En Haut - Médoc,Francia,Bordeaux,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Cabernet Sauvignon",13,"3,04","0,1",67,11,No,Gold
Portugal Wine Trophy 2018,"Cal y Canto Tempranillo, Merlot, Syrah",2017,BODEGAS ISIDRO MILAGRO,España,Tierra de Castilla,Vino tranquilo,Semi seco,No especificado,tinto,"Syrah, Tempranillo, Merlot","13,5","5,2",8,150,3,No,Gold
Portugal Wine Trophy 2018,Sal de Fiesta The Man Eater,2017,BODEGAS ISIDRO MILAGRO,España,Kastilien-La Mancha,Vino tranquilo,Semi seco,No especificado,tinto,Syrah,"13,5","5,3",7,"5,3","4,5",Sí,Gold
Portugal Wine Trophy 2018,Adega de Borba,2016,Adega Cooperativa de Borba,Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Alicante Bouschet, Aragonez, Trincadeira","13,5","5,5",2,0,"3,19",No,Gold
Portugal Wine Trophy 2018,Avô Cantador,2017,Andreia Alegre,Portugal,k.A,Vino tranquilo,Seco,tanque de acero,tinto,"Tinta Roriz, Touriga Nacional, Baga","15,4","5,31","2,03",22,5,No,Gold
Portugal Wine Trophy 2018,Castillo de Jumilla Organic,2017,Bodegas Bleda,España,Murcia,Vino tranquilo,Seco,tanque de acero,tinto,Monastrell,"14,5",5,"3,5",91,"5,15",Sí,Gold
Portugal Wine Trophy 2018,Fox Creek JSM Shiraz Cabernet Sauvignon Cabernet Franc,2016,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Shiraz, Cabernet Sauvignon","14,5","3,44","3,3",90,18,No,Silver
Portugal Wine Trophy 2018,Fox Creek Red Baron Shiraz,2017,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"14,5","3,37","4,7",58,12,No,Gold
Portugal Wine Trophy 2018,Fox Creek Jim's Script Cabernet Sauvignon Merlot Cabernet Franc Petit Verdot,2016,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Petit Verdot, Cabernet Sauvignon, Merlot",14,"3,49","2,9",109,18,No,Gold
Portugal Wine Trophy 2018,Fox Creek Three Blocks Cabernet Sauvignon,2016,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,14,"3,44","3,4",120,24,No,Gold
Portugal Wine Trophy 2018,Fox Creek Postmaster Grenache Shiraz Mourvedre,2016,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Mourvedre, Grenache, Shiraz","14,5","3,44","2,9",80,18,No,Gold
Portugal Wine Trophy 2018,Fox Creek Limited Release Grenache,2016,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Grenache,"14,5","3,39",3,60,24,No,Silver
Portugal Wine Trophy 2018,Portada Reserva Red,2014,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Semi seco,tanque de acero,tinto,"Alicante Bouschet, Touriga Nacional, Shiraz",13,6,"17,7",0,No especificado,No,Gold
Portugal Wine Trophy 2018,Filoco Tinto,2015,Quinta do Filoco,Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Touriga Nacional, Touriga Franca, Tinta Roriz",13,"5,2","0,6",22,5,No,Gold
Portugal Wine Trophy 2018,Coreto Joker Red,2016,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Semi seco,tanque de acero,tinto,"Tinta Roriz, Touriga Nacional, Alicante Bouschet, Pinot Noir, Castelão, Caladoc","11,5","5,78","17,5",0,No especificado,No,Silver
Portugal Wine Trophy 2018,MERLOT BREGANZE DOC SUPERIORE SAVARDO,2015,CANTINA BEATO BARTOLOMEO DA BREGANZE,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Merlot,13,"5,8","5,8",82,"4,75",No,Gold
Portugal Wine Trophy 2018,Casa do Lago Red-Grande Reserva,2014,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Semi seco,tanque de acero,tinto,Cabernet Sauvignon,13,"6,15","16,5",0,No especificado,No,Gold
Portugal Wine Trophy 2018,Campolargo,2010,"Manuel dos Santos campolargo, Herdeiros",Portugal,Bairrada,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Merlot, Cabernet Sauvignon, Petit Verdot","14,5","6,9","1,9",40,No especificado,Sí,Gold
Portugal Wine Trophy 2018,CORTÉM Cabernet Sauvignon,2015,Vale De Cortém vinhos biológicos Lda,Portugal,Lisboa,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,14,"5,14","0,6",55,"8,5",Sí,Gold
Portugal Wine Trophy 2018,Quinta do Poço do Lobo Reserva,2015,"Caves São João - Sociedade Dos Vinhos Irmãos Unidos, LDA.",Portugal,k.A,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Baga, Touriga Nacional","13,4","5,02","3,5",76,"12,5",No,Gold
Portugal Wine Trophy 2018,São João Lote Especial,2014,"Caves São João - Sociedade Dos Vinhos Irmãos Unidos, LDA.",Portugal,k.A,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Cabernet Sauvignon, Baga, Touriga Nacional","12,6","5,44","2,5",83,"7,5",No,Silver
Portugal Wine Trophy 2018,Bigode Red- Quirky,2016,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Semi seco,tanque de acero,tinto,"Alicante Bouschet, Touriga Nacional, Tinta Roriz","12,5","6,22","21,4",0,No especificado,No,Gold
Portugal Wine Trophy 2018,Pedras do Monte Lisboa,2016,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Semi seco,No especificado,tinto,"Cabernet Sauvignon, Tinta Roriz",13,"5,7","18,5",0,No especificado,No,Silver
Portugal Wine Trophy 2018,Segada,2016,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Semi seco,No especificado,tinto,"Touriga Nacional, Alicante Bouschet, Caladoc, Pinot Noir, Cabernet Sauvignon, Castelão, Tinta Roriz",13,"6,08","19,4",0,No especificado,No,Gold
Portugal Wine Trophy 2018,CASABEL LISBOA TINTO,2016,Companhia Agricola do Sanguinhal,Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Touriga Nacional, Castelão, Aragonez",13,"4,99","0,6",78,"4,5",No,Gold
Portugal Wine Trophy 2018,QTA S.FRANCISCO ÓBIDOS TINTO 2016,2016,Companhia Agricola do Sanguinhal,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Touriga Nacional, Castelão, Aragonez","13,5","5,51","0,8",64,"6,5",No,Gold
Portugal Wine Trophy 2018,Palacio del Burgo Crianza,2015,Bodegas de Familia Burgo Viejo S.L.,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","5,5","1,6",64,"4,9",No,Gold
Portugal Wine Trophy 2018,Palacio de Invierno Crianza,2015,Bodegas de Familia Burgo Viejo S.L.,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","5,5","1,5",64,"4,9",No,Gold
Portugal Wine Trophy 2018,Casal da Fonte,2015,"Casal da Fonte - MSI, Lda",Portugal,k.A,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Trincadeira, Touriga Nacional, Cabernet Sauvignon","13,5","4,61","0,6",108,"4,2",No,Gold
Portugal Wine Trophy 2018,Almocreve Reserva,2016,Lidl & CIA.,Portugal,Herdade Monte da Cal,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Alicante Bouschet, Aragonez, Trincadeira","13,5","5,4","4,1",89,"3,99",No,Silver
Portugal Wine Trophy 2018,Pedra Cancela Seleção do Enólogo,2015,Lusovini Distribuição,Portugal,,Vino tranquilo,Seco,No especificado,tinto,"Tinta Roriz, Touriga Nacional, Alfrocheiro",13,"5,5",3,113,"4,5",No,Silver
Portugal Wine Trophy 2018,viñas de radiquero tinto,2017,Bodega Pirineos,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","13,5","5,24",2,75,"4,99",No,Gold
Portugal Wine Trophy 2018,Uit de kelders van Jaap,2015,Jacobus Johannes Honekamp Quinta-Rosa,Portugal,Algarve,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Aragonez, Syrah, Trincadeira","13,25","5,23","0,6",32,"12,95",No,Gold
Portugal Wine Trophy 2018,Adega da Corga - Reserva,2015,Virgínia Marques Barbosa Formoso,Portugal,k.A,Vino tranquilo,Seco,tanque de acero,tinto,Touriga Nacional,"13,6","5,62",1,86,10,No,Silver
Portugal Wine Trophy 2018,VINHO TINTO ORTIGÃO RESERVA,2014,"Quinta Do Ortigão Sociedade Agroturistica, LDA",Portugal,Bairrada,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Touriga Nacional, Baga","13,5",76,"4,6",134,"8,2",No,Gold
Portugal Wine Trophy 2018,Sassopiano Montepulciano d'Abruzzo DOP,2013,Cantina Tollo S.C.A.,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Montepulciano,13,"5,3","7,3",130,"4,99",No,Gold
Portugal Wine Trophy 2018,Rocca Ventosa Montepulciano d'Abruzzo DOP,2016,Cantina Tollo S.C.A.,Italia,Abruzzo,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,13,"5,35","3,8",125,"4,9",No,Gold
Portugal Wine Trophy 2018,Caballo de Oro Valdepenas DO Crianza,2015,Viña Ginesa Reservas,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"4,82",4,100,"5,99",No,Gold
Portugal Wine Trophy 2018,Caballo de Oro Valdepeñas DO Reserva,2011,Viña Ginesa Reservas,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"5,02",4,100,"6,99",No,Gold
Portugal Wine Trophy 2018,Caballo de Oro Valdepeñas DO Gran Reserva,2007,Viña Ginesa Reservas,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"5,02",4,100,"9,99",No,Gold
Portugal Wine Trophy 2018,Jules Lebègue Le Grand Chapelain,2017,Antoine Moueix,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Franc",13,"3,45","0,2",0,"3,1",No,Gold
Portugal Wine Trophy 2018,X-TO Reserva Tinto DOC DOURO,2013,"Quinta do Vale da Ermida, Lda",Portugal,Douro,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tinta Roriz, Touriga Nacional, Touriga Franca",14,6,"0,6",0,8,No,Silver
Portugal Wine Trophy 2018,Rivallana,2016,Bodegas La Catedral,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo, Mazuelo",14,"5,6","2,5",120,3,No,Gold
Portugal Wine Trophy 2018,Lawrence,2016,"Bodegas Olarra, S.A.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Mazuelo, Tempranillo, Garnacha",14,"5,6","2,5",120,3,No,Gold
Portugal Wine Trophy 2018,Calle Principal Edición Limitada,2016,Bodegas y Viñedos Contralto,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Tempranillo","13,5","5,3",4,130,7,No,Silver
Portugal Wine Trophy 2018,Acantus,2017,Bodegas y Viñedos Casa del Valle,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Merlot, Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,5,No,Silver
Portugal Wine Trophy 2018,Calle Grande,2017,Bodegas y Viñedos Contralto,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Syrah, Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,5,No,Silver
Portugal Wine Trophy 2018,Maria Rita Falcão Ramos,2015,Maria Rita Falcão Ramos,Portugal,k.A,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Baga,14,5,"0,5",70,10,No,Gold
Portugal Wine Trophy 2018,Hacienda Syrah,2016,Bodegas y Viñedos Casa del Valle,España,Castilla,Vino tranquilo,Seco,tanque de acero,tinto,Syrah,"13,5","5,3",4,130,4,No,Gold
Portugal Wine Trophy 2018,Otto Lune,2016,Agr. Soc. Coop. Conti Zecca,Italia,Puglia,Vino tranquilo,Dulzura natural,maduración en barrica de madera,tinto,"Primitivo, no especificado","14,5","5,78",10,130,11,No,Silver
Portugal Wine Trophy 2018,Donna Marzia Aglianico,2016,Agr. Soc. Coop. Conti Zecca,Italia,Puglia,Vino tranquilo,Semi seco,tanque de acero,tinto,"Aglianico, no especificado","12,5","5,03",7,128,6,No,Silver
Portugal Wine Trophy 2018,Donna Marzia Negroamaro,2016,Agr. Soc. Coop. Conti Zecca,Italia,Puglia,Vino tranquilo,Seco,tanque de acero,tinto,"Negroamaro, no especificado","13,5","5,33",8,124,7,No,Silver
Portugal Wine Trophy 2018,NODUS RESERVA DE FAMILIA,2013,BODEGAS NODUS S.L.U,España,Utiel - Requena,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Tempranillo, Cabernet Sauvignon","13,5","5,44","1,22",117,"4,5",No,Gold
Portugal Wine Trophy 2018,Meia Encosta Dão Tinto,2016,"Sociedade dos Vinhos Borges, S.A.",Portugal,Dão,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Alfrocheiro, Tinta Roriz, Touriga Nacional, Jaen",12,"5,1","0,7",125,"3,29",No,Gold
Portugal Wine Trophy 2018,"Terre Siciliane Rosso IGT Merlot, Frappato, Cabernet, Syrah",2017,Barbanera Srl,Italia,Sizilien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Merlot, Cabernet, Syrah, Frappato","13,5","5,65","7,6",138,"4,99",No,Gold
Portugal Wine Trophy 2018,Terre Siciliane IGT Perricone,2017,Barbanera Srl,Italia,Sizilien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,Perricone,"13,5","5,65","7,6",138,"4,99",No,Gold
Portugal Wine Trophy 2018,Borges Porto Ruby,sin añada,"Sociedade dos Vinhos Borges, S.A.",Portugal,DOC Douro,Vino de Oporto,Dulzura natural,maduración en barrica de madera,tinto,"Touriga Nacional, Tinta Barroca, Tinto Cao, Touriga Franca, Tinta Roriz",19,"4,3",101,"4,3","6,29",No,Gold
Portugal Wine Trophy 2018,"Quinta dos Abibes, Vinho Tinto Reserva 2014",2014,Quinta dos Abibes Vitivinicultura,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Touriga Nacional, Cabernet Sauvignon",14,"0,62","3,9",63,15,No,Gold
Portugal Wine Trophy 2018,Marquês de Marialva Grande Reserva 2011,2011,Adega Cooperativa de Cantanhede,Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Baga","14,5","5,53",5,150,"15,95",No,Gold
Portugal Wine Trophy 2018,Tesouro Adro da Sé Private Selection,2012,"Udaca - União Das Adegas Cooperativas Do Dão, UCRL",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Alfrocheiro, Touriga Nacional","13,5","5,51","1,2",76,"8,29",No,Grand Gold
Portugal Wine Trophy 2018,Contemporal Madeira Doce 3 Anos,sin añada,Justino's Madeira Wines,Portugal,,Vino licoroso,dulce,maduración en barrica - parcialmente,tinto,Tinta Negra,19,"4,88",114,15,"6,69",No,Grand Gold
Portugal Wine Trophy 2018,"Quinta Vista, Red",2016,Sociedade Agrícola Quinta do Conde,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Castelão, Touriga Franca, Tinta Roriz, Syrah",13,"5,7","8,6",77,"3,8",No,Silver
Portugal Wine Trophy 2018,"Rebelde, Red",2017,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Syrah, Petit Verdot, Touriga Nacional, Alicante Bouschet",14,"5,7","8,37",79,"3,5",No,Gold
Portugal Wine Trophy 2018,"Fortíssimo, Red",2017,Casa Santos Lima,Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Alicante Bouschet, Petit Verdot, Touriga Nacional, Syrah",14,"6,2","1,72",98,"4,5",No,Gold
Portugal Wine Trophy 2018,Quinda da Mimosa,2015,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Castelão,"14,5","5,3","4,6",91,"6,75",No,Gold
Portugal Wine Trophy 2018,Vinha do Rosário - Touriga Nacional,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Touriga Nacional,"14,5","4,98","5,2",68,"4,99",No,Silver
Portugal Wine Trophy 2018,Assemblage Eitan,2013,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Shiraz, Cabernet Sauvignon, Merlot","14,11","5,5","0,8",23,"11,5",No,Gold
Portugal Wine Trophy 2018,"Vista Nova, Red",2016,Sociedade Agrícola Quinta do Conde,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Tinta Roriz, Castelão, Camarate",13,"5,53","9,4",109,"3,5",No,Gold
Portugal Wine Trophy 2018,Valoroso - Cabernet Sauvignon,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,14,"4,77","1,5",72,"12,99",No,Gold
Portugal Wine Trophy 2018,Terras do Pó Castas - Syrah-Petit Verdot,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Petit Verdot, Syrah",14,"4,82","2,6",87,"7,5",No,Gold
Portugal Wine Trophy 2018,Casa Ermelinda Freitas - Moscatel Roxo de Setúbal Superior,2010,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino licoroso,Dulzura natural,maduración en barrica - 100%,tinto,Moscatel Roxo,"18,5","4,81",142,114,25,No,Gold
Portugal Wine Trophy 2018,Casa Ermelinda Freitas - Syrah Reserva,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"14,5","5,55",4,43,"7,5",No,Gold
Portugal Wine Trophy 2018,Casa das Flores 2013  Grande Reserva DOC Douro,2013,"Caves da Montanha - A.Henriques, LDA.",Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Tinta Barocca, Touriga Nacional, Touriga Franca","14,8","5,4","3,6",102,30,No,Grand Gold
Portugal Wine Trophy 2018,Special Reserve Cabernet Sauvignon,2014,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Petit Verdot",14,"5,77","2,33","90,6",15,No,Silver
Portugal Wine Trophy 2018,"Lab Reserva, Red",2017,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Syrah, Cabernet Sauvignon",14,"5,6","9,6",106,"3,5",No,Silver
Portugal Wine Trophy 2018,"OMG, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Alfrocheiro, Tinta Roriz, Touriga Franca, Castelão",14,"5,6","9,7",90,"3,5",No,Gold
Portugal Wine Trophy 2018,MADXA,2017,Casa Relvas,Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Alicante Bouschet, Aragonez, Syrah","13,5","4,2","5,1",49,"2,49",No,Gold
Portugal Wine Trophy 2018,"Passion of Portugal Reserva, Red",2017,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Syrah, Tinta Roriz, Tinta Barocca",13,"5,9","9,4",96,"3,5",No,Gold
Portugal Wine Trophy 2018,Vasco da Gama Dão Reserva,2015,"Caves Arcos do Rei, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tinta Roriz, Alfrocheiro, Touriga Nacional, Jaen",13,"6,42","2,9",130,"2,5",No,Gold
Portugal Wine Trophy 2018,Assemblage Reihan,2013,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Shiraz, Petit Verdot, Cabernet Sauvignon, Merlot","13,6","6,28","1,52","41,2","11,5",No,Gold
Portugal Wine Trophy 2018,Barbera Emilia IGT Colto Vitato del Cicotto,2016,Cantine Romagnoli Villò Società Agricola srl,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,Barbera,13,"5,8","3,99",105,5,No,Gold
Portugal Wine Trophy 2018,Marquês de Marialva Baga Reserva 2014,2014,Adega Cooperativa de Cantanhede,Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Baga,"13,5","5,53",5,150,"6,99",No,Gold
Portugal Wine Trophy 2018,Occidentalis DoTejo,2016,"Caves Arcos do Rei, Lda",Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Touriga Nacional, Tinta Roriz, Castelão",13,"5,2","3,5",107,"2,8",No,Silver
Portugal Wine Trophy 2018,Special Reserve Petit Verdot,2013,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Petit Verdot, Cabernet Sauvignon","12,84","6,1","0,2",22,15,No,Silver
Portugal Wine Trophy 2018,"Confidencial Reserva, Red",2015,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Otros varietales,"13,5","5,7","9,8",107,"3,5",No,Gold
Portugal Wine Trophy 2018,Vinha do Rosário - Syrah,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"14,5","4,86","3,5",40,"4,99",No,Gold
Portugal Wine Trophy 2018,Casa Capriolo,2016,Cerester,Italia,,Vino tranquilo,semi dulce,tanque de acero,tinto,"Cabernet Sauvignon, Sangiovese, Merlot",14,"5,2",13,170,"2,8",No,Gold
Portugal Wine Trophy 2018,"Entre Nós, Red",2015,Casa Santos Lima,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Touriga Franca, Touriga Nacional, Cabernet Sauvignon",14,"5,7","2,9",82,6,No,Gold
Portugal Wine Trophy 2018,D. Divino,2015,"Udaca - União Das Adegas Cooperativas Do Dão, UCRL",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tinta Roriz, Touriga Nacional, Alfrocheiro, Jaen",13,"5,3","0,6",120,"2,2",No,Silver
Portugal Wine Trophy 2018,Casa Ermelinda Freitas - Merlot Reserva,2015,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Merlot,14,"4,57","4,8",117,"7,5",No,Silver
Portugal Wine Trophy 2018,Touriga Nacional,2014,"Udaca - União Das Adegas Cooperativas Do Dão, UCRL",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Touriga Nacional,"13,3","5,26",1,100,"5,99",No,Gold
Portugal Wine Trophy 2018,Proeza,2017,"Sociedade Agrícola Boas Quintas , Lda",Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Tinta Roriz, Touriga Nacional, Alfrocheiro",13,"5,1","3,5",159,"4,35",No,Gold
Portugal Wine Trophy 2018,Alma da Vinha,2016,Caves do Monte,Portugal,,Vino tranquilo,brut,tanque de acero,tinto,"Touriga Franca, Tinta Barocca, Touriga Nacional, Tinta Roriz","13,5","5,1","3,7",67,"3,5",No,Silver
Portugal Wine Trophy 2018,"Cabra Cega, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Syrah, Cabernet Sauvignon, Touriga Franca, Castelão","12,95","5,6","9,52",109,"3,5",No,Gold
Portugal Wine Trophy 2018,"Algazarra Signature Reserva, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Syrah, Cabernet Sauvignon, Touriga Nacional, Castelão","13,8","5,6","9,92",92,"15,99",No,Gold
Portugal Wine Trophy 2018,Herdade de Gâmbia,2017,"Sociedade Agrícola Boas Quintas , Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Aragonez, Touriga Nacional, Syrah","13,5","5,1","4,2",154,"3,75",No,Gold
Portugal Wine Trophy 2018,Vinha do Torrão Tinto,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Aragonez, Castelão, Syrah","14,5",5,5,38,"5,99",No,Silver
Portugal Wine Trophy 2018,Vinha do Torrão Reserva,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Cabernet Sauvignon, Touriga Nacional, Alicante Bouschet","14,5","4,83","4,3",79,"9,99",No,Silver
Portugal Wine Trophy 2018,Dão Valmonte Jaen & Touriga Nacional,2014,"Caves Arcos do Rei, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Jaen","13,5","5,36",4,112,6,No,Gold
Portugal Wine Trophy 2018,Quinta do Medronheiro Oloroso,2010,"A Quinta do Medronheiro Agro-Turismo, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Jaen, Touriga Nacional, Tinta Roriz","13,5","6,2",3,106,"9,6",No,Silver
Portugal Wine Trophy 2018,Vinho Tinto Regional Lisboa - Dona Mécia Reserva,2015,"Divinis - Agroprodutos de Ourém, S.A.",Portugal,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Cabernet Sauvignon, Alicante Bouschet, Touriga Nacional",14,"6,27","0,6",90,"4,5",No,Gold
Portugal Wine Trophy 2018,Valoroso Reserva,2015,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Cabernet Sauvignon, Touriga Nacional","14,5","5,14","5,8",48,"13,99",No,Gold
Portugal Wine Trophy 2018,Azinhaga de Ouro,2016,Caves do Monte,Portugal,,Vino tranquilo,brut,No especificado,tinto,"Touriga Franca, Tinta Roriz, Touriga Nacional, Tinta Barocca","13,5","5,1","3,7",67,"1,99",No,Gold
Portugal Wine Trophy 2018,"Quinta da Espiga, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Castelão, Syrah, Tinta Roriz, Alicante Bouschet",13,"5,7","9,16",76,"3,8",No,Gold
