Volumendealcohol,Acidez,Azúcarresidual,Azufre,Medalla
14.20,5.60,0.80,67.00,Gold
13.83,5.40,3.40,147.00,Silver
14.72,5.70,0.70,73.00,Gold
14.00,5.10,2.40,70.00,Gold
14.00,4.90,1.90,109.00,Gold
14.00,4.90,2.10,65.00,Gold
14.05,5.95,4.60,105.00,Gold
13.90,5.90,7.00,128.00,Gold
13.00,4.68,0.30,95.00,Gold
12.27,5.00,1.20,51.00,Silver
14.00,5.92,8.30,0.00,Gold
14.00,6.35,7.00,0.00,Gold
13.50,5.60,5.00,131.00,Gold
14.50,5.50,0.00,74.00,Gold
14.50,5.50,0.00,70.00,Gold
14.52,5.60,0.30,22.00,Gold
13.50,5.51,0.80,64.00,Gold
14.88,5.60,0.40,40.00,Gold
13.50,4.73,0.20,45.00,Gold
13.00,0.00,0.00,0.00,Gold
14.50,0.00,0.00,0.00,Gold
13.00,4.60,4.00,90.00,Silver
13.44,5.30,4.30,72.00,Gold
13.00,5.90,1.70,60.00,Gold
13.00,5.80,1.70,62.00,Gold
13.40,5.40,1.70,68.00,Gold
13.50,5.20,1.40,63.00,Gold
15.50,5.50,2.10,51.00,Gold
14.50,5.60,1.20,110.00,Silver
14.00,5.20,1.60,120.00,Gold
14.00,5.20,1.20,120.00,Gold
14.50,5.00,1.95,104.00,Gold
14.00,5.06,1.87,116.00,Silver
13.05,3.15,1.99,0.00,Gold
13.10,3.14,2.50,29.00,Gold
13.55,3.30,1.80,0.00,Gold
13.50,5.38,3.00,72.00,Gold
14.50,0.00,0.31,21.00,Gold
14.40,6.60,0.10,122.00,Gold
12.77,6.00,6.40,76.00,Gold
13.81,6.20,2.00,69.00,Gold
13.31,5.90,6.50,144.00,Silver
14.00,0.00,0.00,0.00,Gold
14.00,0.00,0.00,0.00,Gold
13.00,5.50,3.00,113.00,Gold
13.50,5.80,1.00,80.00,Gold
14.00,5.80,1.00,74.00,Gold
14.00,0.00,0.00,0.00,Silver
14.50,0.00,0.00,0.00,Gold
14.00,0.00,0.00,0.00,Gold
13.50,0.00,0.00,0.00,Gold
13.37,4.80,2.39,0.00,Gold
13.01,5.10,0.20,56.00,Gold
13.92,5.80,2.90,71.00,Gold
13.50,6.23,0.20,73.00,Gold
14.50,7.02,0.88,130.00,Gold
14.00,5.86,1.05,96.00,Silver
13.00,5.74,0.27,84.00,Silver
14.50,5.79,3.72,82.00,Gold
14.50,6.54,1.26,74.00,Gold
14.50,0.54,1.01,66.00,Silver
14.50,6.97,0.66,94.00,Silver
13.10,3.53,2.34,0.08,Gold
13.00,5.10,4.54,115.00,Gold
13.79,5.70,4.00,73.00,Gold
13.76,5.70,3.50,70.00,Gold
14.17,6.00,2.70,33.00,Silver
13.60,3.55,2.39,0.10,Gold
13.50,3.04,2.59,0.08,Silver
14.50,5.17,4.00,90.00,Gold
17.00,6.39,4.33,99.00,Gold
13.00,5.02,4.00,100.00,Grand Gold
13.00,4.82,4.00,100.00,Gold
13.00,5.02,4.00,100.00,Gold
13.50,4.90,1.00,75.00,Gold
13.47,5.70,4.20,87.00,Gold
13.88,5.10,10.30,88.00,Gold
13.50,5.10,6.00,140.00,Gold
15.10,6.60,5.60,0.00,Silver
13.00,4.90,5.50,86.00,Gold
13.00,4.90,5.50,76.00,Gold
14.00,5.04,5.30,114.00,Gold
13.72,5.20,5.70,32.00,Silver
14.00,5.40,1.80,65.00,Silver
14.50,4.50,4.20,93.00,Gold
13.88,5.50,6.70,62.00,Gold
14.90,6.30,3.80,0.00,Gold
15.00,5.00,5.00,0.00,Gold
14.00,5.60,4.00,0.00,Gold
15.00,0.00,0.00,0.00,Gold
15.00,0.00,0.00,0.00,Gold
14.00,4.80,1.80,74.00,Silver
13.50,4.65,3.90,131.00,Gold
15.20,5.70,2.50,35.00,Gold
14.50,6.24,3.50,110.00,Gold
14.50,5.80,3.50,64.00,Gold
14.10,6.03,2.20,102.00,Gold
12.98,5.30,8.90,52.00,Gold
14.93,5.70,0.70,45.00,Gold
15.12,5.80,0.70,48.00,Gold
14.44,5.22,0.60,0.58,Gold
13.00,5.00,1.80,97.00,Gold
14.00,5.00,1.50,100.00,Gold
14.00,5.47,0.40,99.25,Gold
13.00,3.19,3.24,0.07,Silver
13.50,5.26,2.30,149.00,Gold
14.00,5.10,1.70,71.00,Gold
14.00,4.90,2.00,110.00,Gold
13.90,5.80,0.40,38.00,Gold
14.63,4.80,0.10,68.00,Gold
14.20,7.20,0.60,99.00,Gold
14.50,5.04,1.60,128.00,Gold
14.00,5.10,1.70,0.00,Gold
14.00,6.16,1.70,98.00,Gold
13.05,5.28,1.70,58.00,Gold
14.50,5.11,1.70,85.00,Gold
13.00,5.14,3.70,74.00,Gold
13.50,5.20,2.00,100.00,Gold
13.74,5.70,0.40,70.00,Gold
13.50,4.70,1.50,64.00,Gold
14.50,3.01,2.64,28.00,Gold
14.50,3.21,2.68,30.00,Gold
13.40,5.00,5.10,70.00,Gold
12.47,4.70,0.30,258.00,Gold
14.00,5.40,0.60,111.00,Gold
13.50,5.00,2.60,81.00,Gold
13.50,5.30,2.50,85.00,Gold
13.50,5.10,2.20,92.00,Gold
13.50,4.60,2.00,0.98,Gold
13.88,5.20,1.30,84.00,Silver
13.50,5.30,1.70,0.97,Gold
13.50,5.10,1.40,78.00,Gold
13.75,5.10,1.30,98.00,Gold
13.50,5.00,5.00,0.00,Gold
13.00,5.00,1.90,0.00,Gold
12.50,4.90,1.20,0.00,Gold
12.50,4.90,1.10,0.00,Gold
13.00,5.20,0.60,106.00,Gold
13.50,4.33,1.60,0.00,Gold
13.30,5.80,3.30,0.00,Gold
14.00,5.70,2.50,0.00,Gold
14.00,5.70,2.50,0.00,Gold
14.00,4.60,1.60,110.00,Silver
14.50,5.20,1.50,105.00,Gold
14.00,3.65,0.20,52.00,Gold
14.30,5.70,2.80,58.06,Silver
14.50,5.30,1.86,92.00,Gold
14.00,4.80,2.90,90.00,Gold
14.00,5.30,1.40,80.00,Gold
14.00,4.74,1.20,46.00,Gold
15.00,4.90,0.80,91.00,Silver
15.00,5.30,1.96,114.00,Gold
15.00,6.90,0.91,116.00,Gold
15.00,4.90,0.52,134.00,Silver
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
13.00,5.00,2.10,99.00,Gold
14.50,0.00,1.50,0.00,Gold
13.40,0.90,1.80,0.00,Gold
13.50,5.65,5.80,98.00,Gold
14.21,5.00,1.60,46.00,Gold
14.00,6.23,2.97,67.00,Silver
13.30,6.10,18.00,0.00,Gold
13.80,6.10,0.90,0.00,Gold
14.00,6.48,0.53,98.00,Gold
14.00,6.53,5.50,55.00,Gold
13.10,5.17,1.00,110.00,Gold
13.70,5.70,2.00,0.00,Gold
13.00,0.43,2.00,85.00,Silver
13.50,5.50,4.00,0.00,Silver
13.50,4.80,3.20,0.00,Gold
14.00,6.30,3.80,95.00,Silver
14.00,5.40,1.40,78.00,Gold
13.80,5.30,3.40,60.00,Gold
13.80,4.98,1.50,48.00,Silver
13.00,6.50,1.00,114.00,Silver
15.33,6.30,5.15,117.00,Grand Gold
14.19,5.70,2.90,116.00,Gold
13.30,5.28,1.00,108.00,Gold
13.34,5.60,1.70,0.00,Gold
14.45,5.00,2.00,79.00,Silver
15.00,5.80,2.00,60.00,Gold
13.50,4.40,2.80,74.00,Gold
14.50,5.32,1.00,73.00,Gold
15.50,5.43,1.00,64.00,Silver
12.50,5.50,7.50,0.00,Gold
12.70,5.85,3.00,122.00,Gold
13.50,5.10,8.34,110.00,Gold
14.50,0.51,4.20,34.00,Gold
14.56,5.50,2.00,26.00,Silver
13.50,5.00,0.20,85.00,Gold
13.50,6.20,3.20,0.00,Gold
13.90,5.10,1.50,100.00,Gold
14.50,4.80,1.50,125.00,Gold
14.50,4.70,1.00,115.00,Gold
14.00,5.20,1.20,60.00,Gold
13.50,5.35,0.20,45.00,Gold
13.50,5.12,0.44,40.00,Gold
13.50,5.80,9.00,119.00,Gold
13.05,3.10,2.02,0.00,Silver
13.50,5.20,3.10,0.00,Gold
13.50,5.40,2.00,0.00,Gold
13.50,5.50,3.30,0.00,Gold
14.50,5.30,1.80,0.10,Gold
14.00,5.30,0.50,0.50,Silver
14.50,5.80,1.80,90.90,Gold
14.20,5.10,1.50,42.00,Gold
13.62,5.00,1.40,115.00,Gold
13.50,5.80,7.50,120.00,Gold
13.00,5.97,0.21,0.00,Silver
14.50,5.84,0.72,118.00,Gold
14.50,6.57,1.26,54.00,Gold
14.50,6.85,0.97,66.00,Gold
14.50,5.84,0.72,118.00,Grand Gold
14.50,6.78,0.53,110.00,Gold
14.00,6.71,1.15,47.00,Gold
14.00,6.26,0.94,55.00,Gold
14.50,6.51,0.53,109.00,Gold
14.00,5.70,3.92,0.00,Gold
13.50,6.30,2.30,0.00,Gold
14.00,4.60,3.60,124.00,Gold
14.00,5.20,2.80,120.00,Gold
13.00,0.00,0.00,0.00,Silver
14.00,5.60,0.10,22.00,Gold
13.00,4.60,2.20,106.00,Gold
13.00,4.90,6.30,78.00,Silver
13.00,5.00,5.70,86.00,Gold
14.50,0.00,0.00,0.00,Gold
13.50,4.50,1.80,0.60,Gold
14.00,6.00,1.60,80.00,Gold
13.50,5.30,2.10,0.00,Gold
13.50,4.91,2.55,115.00,Gold
13.50,5.30,3.00,80.00,Gold
13.20,5.20,3.00,90.00,Silver
13.00,5.20,3.50,880.00,Silver
12.50,4.80,4.30,105.00,Gold
14.00,5.20,1.50,115.00,Gold
13.00,6.00,15.10,125.00,Silver
14.00,4.80,3.50,0.00,Gold
14.00,5.10,2.20,0.00,Gold
13.50,6.10,1.50,0.00,Gold
13.00,5.40,2.10,0.00,Gold
13.00,5.50,2.00,0.00,Gold
13.50,5.60,2.40,0.00,Gold
13.50,5.10,1.90,70.00,Gold
13.00,3.60,0.90,80.00,Silver
13.50,5.00,3.00,65.00,Gold
14.10,5.25,1.60,71.00,Gold
14.11,5.30,1.70,59.00,Gold
13.00,4.50,2.30,105.00,Gold
13.00,4.80,2.20,108.00,Gold
12.00,4.60,4.80,78.00,Gold
13.50,6.00,5.15,0.00,Gold
15.50,6.53,14.50,152.00,Gold
15.00,6.35,6.10,149.00,Gold
15.46,5.80,8.37,75.00,Gold
15.00,5.80,8.00,90.00,Gold
15.49,6.10,12.60,145.00,Gold
13.50,4.90,4.00,95.00,Gold
12.32,3.31,1.60,37.00,Gold
13.50,5.10,1.00,85.00,Gold
14.50,6.04,2.10,0.00,Gold
14.50,0.00,1.40,0.25,Gold
15.57,4.46,2.95,35.00,Gold
16.44,5.80,3.40,0.00,Gold
12.50,0.00,0.00,0.00,Gold
14.50,4.90,0.60,55.00,Silver
14.50,5.50,2.00,70.00,Gold
14.50,4.90,0.60,55.00,Silver
14.50,5.50,2.00,70.00,Gold
14.00,4.90,5.00,150.00,Gold
14.00,5.60,4.00,90.00,Gold
14.50,5.70,4.00,125.00,Silver
14.00,5.30,4.00,100.00,Silver
14.20,5.30,1.30,17.00,Gold
12.92,4.74,1.69,74.00,Gold
13.00,5.60,2.80,0.00,Gold
13.00,5.88,2.50,0.00,Silver
14.00,5.20,3.80,0.00,Gold
14.00,5.13,4.25,95.00,Gold
14.50,5.24,3.80,80.00,Gold
13.50,5.15,1.50,79.00,Gold
12.00,0.00,0.00,0.00,Gold
13.50,6.30,2.70,0.00,Gold
13.00,5.50,1.50,90.00,Gold
14.20,5.20,1.80,72.00,Gold
15.00,5.65,4.30,149.00,Gold
14.00,5.43,7.70,128.00,Gold
13.50,4.89,9.00,145.00,Gold
14.00,5.46,7.70,128.00,Gold
14.50,5.66,3.70,0.00,Silver
13.00,4.50,1.80,80.00,Gold
13.96,4.60,1.20,50.00,Silver
14.80,5.00,1.60,11.00,Gold
13.50,5.35,1.20,70.00,Gold
14.00,5.20,1.40,60.00,Silver
14.00,5.10,2.00,74.00,Silver
13.90,5.60,1.90,125.00,Gold
14.00,5.00,2.50,130.00,Gold
14.10,5.70,1.90,110.00,Gold
14.50,4.77,1.40,77.00,Gold
13.55,3.30,1.80,0.00,Gold
14.00,5.60,2.50,0.00,Gold
13.00,3.21,2.00,0.00,Gold
14.50,5.30,2.00,0.00,Silver
13.50,3.60,4.50,91.00,Silver
13.50,3.40,2.30,75.00,Gold
13.10,3.03,2.02,0.00,Gold
13.10,3.25,1.89,0.00,Gold
13.10,3.21,1.95,0.00,Gold
13.50,3.50,3.00,79.00,Gold
13.05,3.30,2.20,0.00,Gold
13.05,3.20,1.98,0.00,Gold
13.50,3.30,2.00,125.00,Gold
13.40,3.20,2.16,65.00,Silver
13.50,3.40,2.10,115.00,Gold
13.50,1.40,2.30,77.00,Gold
13.00,3.20,2.10,80.00,Gold
14.50,5.30,4.00,0.00,Gold
13.00,5.18,1.94,76.00,Gold
13.00,5.90,2.80,75.00,Gold
13.60,4.88,0.01,75.00,Gold
13.50,4.90,0.50,80.00,Silver
13.60,4.88,0.05,79.00,Gold
14.10,5.30,2.40,107.00,Gold
13.50,4.40,3.60,94.00,Gold
13.00,5.30,3.80,118.00,Gold
14.30,5.80,2.90,0.00,Gold
13.50,5.10,3.20,0.00,Gold
12.70,2.96,0.25,2.96,Gold
13.00,4.80,3.60,0.00,Gold
13.50,6.00,4.00,0.00,Gold
14.00,5.30,3.90,102.00,Gold
13.00,4.90,4.10,91.00,Gold
13.50,5.10,4.00,120.00,Silver
14.00,4.59,1.10,45.00,Gold
14.20,5.50,1.50,95.00,Gold
13.00,4.59,2.80,0.96,Gold
13.00,5.74,15.00,120.00,Silver
13.56,4.20,0.60,73.00,Gold
14.00,5.64,0.00,77.00,Gold
13.00,0.72,1.80,0.00,Silver
14.00,6.70,4.91,89.00,Silver
14.30,6.30,5.00,0.00,Grand Gold
15.00,6.13,7.10,146.00,Silver
13.00,5.08,0.88,90.00,Silver
14.00,5.80,4.30,131.00,Silver
12.50,5.00,4.00,102.00,Gold
13.50,5.20,5.60,122.00,Gold
13.00,5.00,6.60,5.00,Silver
13.50,4.80,0.00,113.00,Gold
13.50,0.20,0.20,132.00,Gold
13.00,4.80,3.40,125.00,Gold
13.50,5.20,4.60,122.00,Gold
13.00,5.00,4.70,115.00,Silver
12.50,5.00,1.10,84.00,Silver
13.50,5.00,4.80,140.00,Gold
12.92,5.40,6.10,150.00,Gold
14.00,6.30,4.88,88.00,Gold
13.50,6.10,4.40,82.00,Gold
13.50,5.66,6.30,164.00,Silver
12.50,5.40,5.40,120.00,Gold
13.50,5.20,4.00,120.00,Gold
14.00,4.90,6.00,120.00,Gold
14.00,5.10,3.80,85.00,Gold
14.00,5.37,7.80,54.00,Gold
13.00,5.69,16.40,145.00,Gold
13.00,5.00,3.00,130.00,Silver
13.00,4.60,3.00,130.00,Gold
13.00,4.60,3.00,130.00,Gold
13.00,4.60,3.00,130.00,Silver
14.50,5.70,4.60,75.00,Gold
14.00,6.09,4.03,82.00,Gold
14.00,5.20,3.80,62.00,Gold
13.40,4.72,2.53,113.00,Gold
13.50,4.80,2.50,90.00,Gold
12.60,5.00,4.80,65.00,Gold
13.00,5.88,3.50,133.00,Gold
13.36,4.95,6.60,113.00,Gold
13.00,6.10,3.80,94.00,Gold
13.12,4.88,6.85,115.00,Silver
13.00,5.20,3.50,70.00,Silver
15.26,6.46,0.90,0.56,Gold
15.30,5.53,0.80,0.63,Gold
14.00,5.70,2.20,101.00,Gold
13.50,5.85,4.90,0.00,Silver
13.50,5.00,5.00,5.00,Gold
13.60,5.40,2.10,120.00,Gold
13.00,5.90,4.70,116.00,Gold
14.50,5.81,1.30,98.00,Gold
13.11,5.48,6.50,94.00,Gold
14.00,5.53,5.00,150.00,Gold
13.50,5.52,5.18,92.00,Silver
14.00,5.60,3.00,150.00,Gold
14.00,5.60,1.30,87.00,Gold
13.00,5.63,7.80,81.00,Silver
13.46,4.95,6.55,111.00,Silver
14.50,5.20,1.20,85.00,Gold
13.50,0.00,6.70,127.00,Gold
15.00,5.70,13.00,120.00,Gold
13.50,4.80,4.20,164.00,Gold
13.80,5.84,5.01,113.00,Gold
14.00,5.80,2.00,42.00,Gold
13.50,4.80,4.20,135.00,Gold
13.00,5.20,3.50,145.00,Silver
14.50,5.70,2.00,61.00,Gold
14.95,5.70,12.00,115.00,Gold
13.00,5.90,4.70,116.00,Gold
15.00,5.00,5.00,100.00,Gold
13.50,4.70,6.00,97.00,Gold
12.50,6.30,1.12,89.50,Gold
14.50,5.40,3.80,139.00,Gold
15.45,5.36,0.80,0.65,Gold
13.50,5.00,1.00,59.00,Silver
14.50,6.44,1.05,57.50,Gold
13.50,4.40,5.20,75.00,Gold
14.00,75.70,1.13,32.00,Gold
12.80,4.80,5.00,196.00,Gold
13.00,5.00,2.20,103.00,Gold
15.00,5.20,0.70,134.00,Gold
13.20,5.20,5.90,97.00,Silver
13.86,5.01,6.80,99.00,Gold
14.50,5.93,8.20,100.00,Grand Gold
15.00,5.90,4.50,110.00,Gold
13.50,6.27,11.30,170.00,Gold
14.34,5.79,7.10,148.00,Gold
15.00,6.10,5.10,145.00,Gold
14.00,5.70,4.50,121.00,Gold
13.00,5.50,3.30,0.00,Gold
13.00,5.30,0.10,0.00,Gold
12.70,4.80,0.30,0.00,Gold
12.70,5.80,0.20,0.00,Silver
13.02,5.30,4.30,122.00,Gold
14.50,6.10,0.80,98.00,Grand Gold
14.00,5.90,1.40,0.00,Silver
13.50,5.05,3.50,140.00,Gold
13.50,5.06,3.50,130.00,Gold
14.00,5.10,2.50,130.00,Gold
14.50,5.64,1.80,70.00,Gold
14.50,5.00,2.80,110.00,Gold
14.00,5.00,2.80,110.00,Silver
14.50,5.15,3.00,140.00,Silver
14.50,5.00,2.80,110.00,Gold
14.50,4.90,3.50,140.00,Gold
14.00,5.00,2.80,110.00,Gold
14.50,5.10,3.00,130.00,Silver
13.50,5.10,2.95,110.00,Silver
14.80,5.40,5.30,78.10,Gold
13.00,5.40,9.60,84.48,Gold
13.00,5.55,4.90,0.00,Gold
13.00,5.00,2.60,145.00,Gold
12.50,5.00,2.20,80.00,Gold
13.50,5.50,1.10,146.00,Gold
12.62,4.90,7.20,110.00,Gold
13.20,5.30,4.50,125.00,Gold
12.15,5.40,6.60,100.00,Gold
12.50,5.00,6.10,117.00,Gold
14.81,5.10,3.10,165.00,Gold
13.50,6.20,3.10,81.00,Gold
14.50,6.00,0.70,118.00,Silver
13.50,5.10,0.10,83.00,Gold
13.50,5.10,0.00,146.00,Gold
12.73,5.01,0.90,0.00,Gold
13.50,5.20,3.90,0.00,Gold
13.00,3.20,2.04,86.00,Gold
14.00,3.30,2.00,108.00,Silver
14.00,3.50,2.06,106.00,Gold
13.00,3.40,2.02,110.00,Silver
13.00,3.20,2.04,96.00,Gold
14.00,3.10,1.80,120.00,Silver
13.00,3.30,1.90,96.00,Gold
14.00,5.10,1.00,73.00,Gold
13.50,4.70,1.40,50.00,Gold
13.80,4.90,3.00,100.00,Gold
14.10,5.80,3.90,55.00,Gold
14.50,4.50,6.00,105.00,Gold
13.50,4.60,4.70,84.00,Gold
13.50,5.20,3.06,0.00,Gold
13.50,5.50,2.30,160.00,Silver
13.90,5.00,1.80,69.00,Silver
14.50,5.60,3.00,90.00,Silver
14.50,5.80,2.60,125.00,Grand Gold
13.50,5.06,5.20,71.00,Gold
14.00,5.34,2.60,110.00,Gold
13.30,5.62,2.81,100.00,Silver
12.80,6.10,4.00,100.00,Silver
12.70,5.70,4.00,100.00,Gold
13.30,5.60,3.00,100.00,Gold
14.50,5.55,3.75,100.00,Silver
13.30,5.60,3.00,100.00,Gold
12.90,5.91,3.89,100.00,Silver
13.00,4.68,0.60,44.00,Silver
13.50,5.38,1.20,59.00,Gold
15.10,5.20,4.70,0.00,Gold
13.00,5.30,4.00,0.00,Gold
14.50,5.70,8.90,120.00,Gold
14.00,4.70,1.70,110.00,Gold
14.50,3.60,1.20,92.00,Gold
14.00,14.80,13.40,146.00,Silver
14.50,5.12,0.60,94.00,Gold
15.00,5.60,6.00,120.00,Gold
13.50,5.40,8.00,100.00,Gold
12.50,5.25,4.00,100.00,Gold
14.00,4.60,1.70,42.00,Gold
13.00,4.50,1.10,80.00,Gold
14.00,5.67,0.40,99.20,Gold
14.50,5.49,0.40,99.20,Gold
14.50,5.47,0.40,99.20,Silver
13.62,5.00,3.80,68.00,Gold
13.40,5.40,2.20,118.00,Gold
13.00,5.44,2.00,91.00,Gold
14.50,6.45,3.00,94.00,Silver
14.00,6.00,4.00,90.00,Gold
13.00,5.60,1.80,0.00,Gold
13.70,5.60,1.80,38.00,Gold
13.80,4.60,3.40,128.00,Silver
14.50,4.80,3.20,91.00,Gold
14.40,4.70,4.70,112.00,Grand Gold
13.50,5.90,0.23,85.00,Gold
14.50,4.70,0.64,61.00,Gold
13.50,5.50,2.00,100.00,Gold
14.02,4.70,2.20,135.00,Silver
13.00,5.10,5.32,24.00,Gold
13.50,5.20,2.00,59.00,Gold
13.74,4.80,2.50,99.00,Gold
13.19,4.98,1.80,130.00,Gold
13.71,5.14,1.80,90.00,Silver
13.52,4.80,0.90,105.00,Gold
13.50,5.80,4.00,90.00,Gold
14.50,4.80,2.10,0.00,Gold
12.78,3.47,2.59,119.00,Gold
14.00,6.57,2.30,102.00,Gold
13.50,4.40,2.80,64.00,Gold
13.50,4.50,3.20,79.00,Gold
14.70,3.33,1.50,0.00,Gold
14.30,0.38,0.80,0.00,Gold
12.93,5.25,0.90,121.60,Gold
14.03,5.25,1.90,115.20,Gold
14.40,6.10,1.70,106.00,Silver
13.50,5.90,1.50,101.00,Silver
13.50,5.50,2.00,95.00,Gold
14.00,5.60,1.60,25.00,Gold
14.50,5.20,1.60,25.00,Gold
15.00,5.80,2.00,25.00,Grand Gold
15.00,6.10,2.00,25.00,Gold
14.50,2.00,5.60,25.00,Gold
14.50,3.20,0.20,25.00,Gold
13.90,4.60,2.90,104.00,Gold
13.80,4.50,4.00,135.00,Gold
14.20,4.70,3.20,87.00,Gold
14.20,4.80,3.70,77.00,Silver
14.00,5.99,1.20,62.40,Gold
13.20,5.60,6.00,125.00,Gold
14.05,5.65,4.10,80.00,Gold
13.50,5.75,3.10,80.00,Gold
14.50,5.20,0.30,141.00,Gold
14.95,5.10,0.61,86.00,Gold
14.96,5.40,0.29,100.00,Gold
14.50,5.43,3.70,104.00,Gold
14.50,5.34,1.00,80.00,Gold
14.00,5.20,1.10,90.00,Gold
13.50,5.30,1.20,85.00,Gold
14.50,5.10,1.20,80.00,Gold
14.00,5.80,2.70,0.00,Gold
14.50,5.80,3.20,0.00,Grand Gold
13.50,5.50,2.00,0.00,Gold
14.00,5.70,2.80,0.00,Gold
14.50,5.80,2.70,0.00,Gold
14.50,6.10,2.80,0.00,Gold
14.00,5.52,0.50,70.00,Gold
14.00,6.31,0.60,60.00,Gold
14.50,6.99,7.70,124.00,Gold
13.30,3.30,2.02,102.00,Gold
13.70,3.40,2.20,102.00,Gold
13.50,5.00,2.00,90.00,Gold
14.70,7.10,3.70,114.00,Gold
15.50,6.10,3.20,76.00,Gold
13.90,7.60,2.60,128.00,Gold
15.20,6.20,3.00,83.00,Gold
14.90,6.80,2.40,88.00,Gold
15.20,5.80,3.00,56.00,Gold
14.50,5.90,2.90,90.00,Gold
14.00,5.60,2.90,114.00,Gold
13.50,5.80,0.20,50.00,Gold
13.50,5.40,2.00,109.00,Gold
14.00,5.30,7.50,100.00,Gold
13.00,5.15,5.80,100.00,Silver
15.00,3.40,3.28,106.00,Gold
15.00,3.47,1.78,83.00,Gold
15.00,3.65,2.94,74.00,Gold
14.50,5.96,1.90,0.49,Gold
14.50,5.60,2.30,0.59,Gold
13.50,4.80,3.00,26.00,Gold
13.50,4.90,1.40,105.00,Gold
14.00,4.80,3.80,70.00,Silver
14.05,5.00,1.90,82.00,Gold
14.50,4.90,2.40,86.00,Silver
13.00,0.00,0.00,0.00,Gold
12.50,13.20,17.00,125.00,Gold
14.00,5.40,3.40,147.00,Gold
14.00,5.40,1.30,96.00,Gold
13.00,5.33,3.00,90.00,Gold
13.00,13.80,8.30,147.00,Gold
13.00,13.80,14.10,90.00,Silver
15.00,0.00,0.00,0.00,Gold
15.00,0.00,0.00,0.00,Silver
15.00,0.00,0.00,0.00,Gold
15.00,0.00,0.00,0.00,Silver
14.00,5.70,4.00,100.00,Silver
13.50,4.20,3.00,0.80,Silver
13.80,4.50,2.00,80.00,Gold
14.00,5.55,5.00,75.00,Gold
13.50,5.40,4.60,78.00,Gold
14.00,5.00,1.40,124.00,Gold
13.50,5.60,0.00,94.00,Gold
13.00,0.00,7.00,0.00,Gold
14.50,5.30,1.80,0.85,Gold
13.55,3.40,1.50,110.00,Gold
13.46,3.29,1.80,100.00,Gold
15.00,5.20,0.60,90.00,Gold
13.50,5.10,2.95,110.00,Silver
14.00,5.25,1.30,91.00,Gold
15.50,5.20,1.56,130.00,Grand Gold
15.00,5.85,1.80,126.00,Gold
13.00,3.82,2.60,0.01,Gold
13.72,6.20,5.80,100.00,Gold
14.83,6.38,8.40,100.00,Gold
14.50,5.00,1.30,3.00,Silver
14.00,6.20,1.08,89.00,Gold
13.46,0.62,0.30,80.00,Silver
13.94,5.60,5.30,99.00,Gold
13.44,5.20,5.20,83.00,Gold
14.00,3.82,10.40,110.00,Gold
14.25,5.50,4.20,110.00,Gold
14.00,5.90,4.00,64.00,Gold
14.00,5.38,0.47,80.00,Gold
14.00,5.30,1.80,95.00,Gold
13.00,6.40,6.80,72.00,Gold
13.50,5.80,0.10,69.00,Gold
14.00,4.60,1.70,70.00,Gold
14.00,4.50,3.74,106.00,Gold
14.50,5.60,0.60,0.60,Gold
13.50,4.60,4.00,100.00,Gold
13.50,4.60,5.00,100.00,Gold
13.00,5.70,4.00,100.00,Gold
13.00,5.00,2.00,100.00,Gold
13.50,5.30,4.00,120.00,Silver
13.50,5.00,2.00,100.00,Silver
13.50,5.30,4.00,120.00,Silver
13.50,5.00,4.00,120.00,Silver
14.00,6.10,2.00,0.00,Gold
14.00,6.10,2.00,0.00,Gold
13.50,5.16,1.90,95.00,Silver
13.50,5.20,1.80,99.00,Gold
14.50,59.00,3.60,59.00,Gold
14.50,5.40,1.80,77.00,Gold
13.50,6.00,2.10,0.00,Gold
13.50,6.00,3.20,0.00,Silver
13.00,5.26,2.40,81.00,Gold
14.50,6.00,0.12,0.00,Silver
13.50,5.11,2.17,0.00,Gold
13.50,4.60,5.00,130.00,Silver
13.50,4.89,2.80,0.96,Gold
13.25,6.20,1.20,76.00,Gold
12.00,4.89,2.80,0.96,Gold
13.50,3.40,3.40,118.00,Silver
14.00,5.81,0.30,48.00,Silver
14.50,7.18,1.46,58.00,Gold
14.50,5.40,2.10,71.00,Silver
14.50,4.70,0.40,92.00,Silver
14.00,5.50,3.50,70.00,Gold
14.00,5.00,12.30,53.00,Gold
14.00,5.20,16.20,70.00,Gold
14.00,5.50,3.50,70.00,Gold
13.00,4.10,1.40,72.00,Gold
14.19,5.35,0.59,124.00,Gold
14.40,5.41,0.60,0.35,Silver
14.50,5.60,1.30,95.00,Gold
14.50,2.97,0.22,80.00,Gold
12.00,3.50,3.00,0.00,Gold
14.00,6.05,3.20,80.00,Silver
14.50,6.30,4.00,0.00,Gold
14.50,6.30,3.00,0.00,Gold
14.50,6.10,2.60,0.00,Gold
14.50,6.30,2.50,0.00,Gold
13.50,6.00,2.80,0.00,Gold
14.50,6.10,10.00,125.00,Gold
13.50,5.40,1.50,76.00,Gold
13.00,5.70,1.80,71.00,Gold
13.50,3.35,3.00,160.00,Gold
13.50,3.35,3.00,160.00,Gold
