Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Bio,Medalla
Berlin -Edición de verano- 2020,Vinya Nostra Garnatxa Negra,2019,BODEGAS 1898,España,Cataluña,Vino tranquilo,Seco,No especificado,tinto,Garnatxa Negra,"13,57","3,4","1,05",59,"6,55",Sí,Gold
Berlin -Edición de verano- 2020,Gherardino,2016,Villa Vignamaggio,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Sangiovese, Merlot",14,6,"1,6",94,18,No,Silver
Berlin -Edición de verano- 2020,Pouca Roupa   / Cidade Branca,2019,J Portugal Ramos Vinhos SA,Portugal,Alentejo,Vino tranquilo,Seco,tanque de acero,tinto,"Alfrocheiro, Touriga Nacional, Alicante Bouschet",14,"5,05","3,5",80,7,No,Grand Gold
Berlin -Edición de verano- 2020,Monte Cão,2019,J Portugal Ramos Vinhos SA,Portugal,Alentejo,Vino tranquilo,Seco,tanque de acero,tinto,"Trincadeira, Castelão, Touriga Nacional, Aragonez, Alicante Bouschet",14,"5,1","0,49",70,"6,5",No,Gold
Berlin -Edición de verano- 2020,Ramos Organic,2018,J Portugal Ramos Vinhos SA,Portugal,Alentejo,Vino tranquilo,Seco,tanque de acero,tinto,"Trincadeira, Touriga Nacional, Cabernet Sauvignon, Alicante Bouschet, Aragonez",14,"4,93","0,4",86,10,Sí,Silver
Berlin -Edición de verano- 2020,largasia petit verdot,2017,Azienda Agricola Quignones Alfredo,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,Petit Verdot,"13,5","5,8","1,8",25,"6,8",No,Gold
Berlin -Edición de verano- 2020,Amarone della Valpolicella Classico,2015,Cantina Monteci,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Oseleta, Corvina, Corvinone","15,5","5,44","4,2",0,29,No,Gold
Berlin -Edición de verano- 2020,Valpolicella classico superiore Ripasso,2016,Cantina Monteci,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Oseleta, Corvina, Corvina Veronese",14,"5,8","5,5",0,12,No,Gold
Berlin -Edición de verano- 2020,Bolla Amarone della Valpolicella Classico DOCG,2014,Gruppo Italiano Vini S.p.A.,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Corvina, Rondinella","14,9","5,35","1,5",150,"29,9",No,Gold
Berlin -Edición de verano- 2020,Rosso Igt Appassimento,2018,Cantine Giacomo Montresor SpA,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Rondinella, Corvina, Corvinone",14,"5,9",7,99,18,No,Gold
Berlin -Edición de verano- 2020,I Saltari Valpolicella Superiore,2015,Casa Vinicola Sartori,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Croatina, Corvinone, Corvina Veronese, Rondinella","13,5","5,6","7,3",130,"12,5",No,Gold
Berlin -Edición de verano- 2020,Ripasso della Valpolicella Castelmondo,2017,International Wine Group SRL,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Molinara, Corvina Veronese, Corvinone","13,5","5,6","6,8",110,4,No,Gold
Berlin -Edición de verano- 2020,Le Grand Noir GSM IGP Pays d'Oc,2019,Les Celliers Jean d'Alibert,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Mourvedre, Grenache, Syrah","13,5","4,7","5,8",89,"6,9",No,Gold
Berlin -Edición de verano- 2020,Bonjardim,2018,Hubertus Johannes Lenders,Portugal,Beira Baixa,Vino tranquilo,Seco,tanque de acero,tinto,"Touriga Nacional, Syrah","14,2","6,04","1,6",79,"9,9",Sí,Gold
Berlin -Edición de verano- 2020,"Mosen Cleto Crianza, tinto",2017,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo","13,95","5,17","2,34",116,No especificado,No,Gold
Berlin -Edición de verano- 2020,Aragonia Old Vines Garnacha,2016,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Garnacha,"16,64",5,"2,68",120,30,No,Gold
Berlin -Edición de verano- 2020,Coto de Hayas Crianza tinto,2017,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo","14,45","5,04","2,61",100,"6,95",No,Gold
Berlin -Edición de verano- 2020,"Don Ramon barrica, tinto",2019,Bodegas Aragonesas,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Garnacha, Tempranillo","13,9","4,65","2,38",61,"3,99",No,Gold
Berlin -Edición de verano- 2020,Uit de kelders van JAAP,2018,Quinta-Rosa Jacobus Johannes Honekamp,Portugal,Algarve,Vino tranquilo,Seco,No especificado,tinto,Syrah,"13,68","4,07","0,6",25,25,Sí,Silver
Berlin -Edición de verano- 2020,Arzuaga Crianza,2018,Bodegas Arzuaga Navarro,España,Castilla y León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Cabernet Sauvignon","14,5","5,15","1,48",98,"19,95",No,Gold
Berlin -Edición de verano- 2020,La Planta,2019,Bodegas Arzuaga Navarro,España,Castilla y León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"14,28","4,62","1,4",89,"8,45",No,Gold
Berlin -Edición de verano- 2020,Spätburgunder Burgweg,2015,Weingut Wageck Pfaffmann GbR,Alemania,Pfalz,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Spätburgunder,"13,49","5,8","0,8",89,"29,9",No,Gold
Berlin -Edición de verano- 2020,Morlongo Bardolino doc classico,2018,Vigneti Villabella,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvinone, Corvina, Rondinella","12,9","5,2",5,100,8,No,Silver
Berlin -Edición de verano- 2020,El Circo Syrah,2019,Grandes Vinos y Vinedos S.A.,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,Syrah,"13,5","5,28","1,07",81,"2,99",No,Gold
Berlin -Edición de verano- 2020,marques de tosos crianza,2017,Bodegas San Valero,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Cabernet Sauvignon","13,5","4,8","2,1",85,"4,75",No,Gold
Berlin -Edición de verano- 2020,MAGNIFICO SYRAH,2019,"Bodegas Luis Marin Pardos, S.L.",España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,Syrah,"14,3","3,12",2,"77,04",2,No,Gold
Berlin -Edición de verano- 2020,Reserva Cariñena DO I,2017,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,1",2,140,6,No,Silver
Berlin -Edición de verano- 2020,Pajaro de Buen Aguero Tempranillo,2019,Grandes Vinos y Vinedos,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,14,"3,27","1,2",53,4,No,Gold
Berlin -Edición de verano- 2020,monte ducay pergamino,2016,Bodegas San Valero,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo, Cabernet Sauvignon","13,8","4,9",2,80,"4,5",No,Gold
Berlin -Edición de verano- 2020,don mendo reserva pergamino periodico,2016,Bodegas San Valero,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Garnacha","13,5",5,2,88,"2,95",No,Gold
Berlin -Edición de verano- 2020,8.0.1,2015,Bodegas San Valero,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Merlot, Cabernet Sauvignon, Sirah","14,9",5,2,90,"9,85",No,Silver
Berlin -Edición de verano- 2020,Reserva DO Cariñena II,2017,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,1",2,139,6,No,Gold
Berlin -Edición de verano- 2020,Los Royales,2017,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,1",2,139,6,No,Gold
Berlin -Edición de verano- 2020,GABARDA 1ST LINES TEMPRANILLO - SYRAH,2019,Bodegas Gabarda,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Syrah",13,"4,5","3,45",56,2,No,Gold
Berlin -Edición de verano- 2020,Paniza Garnacha from Slate,2015,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,16,"4,8",2,81,20,No,Gold
Berlin -Edición de verano- 2020,Monasterio de las Viñas Reserva,2016,Grandes Vinos y Vinedos S.A.,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Carinena, Garnacha, Tempranillo","13,5","5,67","0,58",115,"3,99",No,Gold
Berlin -Edición de verano- 2020,LFCDB2019,2019,Vignobles Gabriel,Francia,Bordeaux,Vino tranquilo,afrutado,tanque de acero,tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc","14,02","3,52","0,6",56,5,No,Gold
Berlin -Edición de verano- 2020,ST. LAURENT,2018,Weingut Wimberger GesbR.,Austria,Niederösterreich,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Sankt Laurent,"13,5","5,5","4,3",78,"6,9",No,Gold
Berlin -Edición de verano- 2020,AMICONE EDIZIONE NERO CORVINA VERONA IGT,2017,Schenk Italian Wineries,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Corvina,"13,53","5,21","6,25","153,1",12,No,Gold
Berlin -Edición de verano- 2020,ARTIFACT by Casa Gras,2018,Viñedos Casa de la Especias S.L.,España,Murcia,Vino tranquilo,afrutado,maduración en barrica de madera,tinto,"Merlot, Cabernet Sauvignon","14,31","6,24","0,98",92,15,Sí,Gold
Berlin -Edición de verano- 2020,Campo Arriba,2019,Señorio de Barahonda,España,Murcia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha Tintorera, Monastrell, Syrah",14,"5,2","4,3",71,"6,9",No,Gold
Berlin -Edición de verano- 2020,Campo Arriba Old Vines,2018,Señorio de Barahonda,España,Murcia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha Tintorera, Monastrell, Syrah","14,5","5,32","4,5",66,"12,5",No,Gold
Berlin -Edición de verano- 2020,Parcelica Grande,2019,"Bodegas Antonio Candela e Hijos, S.L.U",España,Murcia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha Tintorera, Monastrell, Merlot","14,5","5,4","7,8",81,"7,95",No,Gold
Berlin -Edición de verano- 2020,Ferzo - Montepulciano d'Abruzzo DOC Teate Riserva,2016,Codice Citra,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Montepulciano d´ Abruzzo,"13,8","5,28","2,5",101,18,No,Gold
Berlin -Edición de verano- 2020,Valcatrina,2019,Casa Santos Lima,Portugal,Alentejo,Vino tranquilo,extra seco,maduración en barrica - 100%,tinto,"Alicante Bouschet, Touriga Nacional, Syrah","14,5","5,7","4,32",116,5,No,Gold
Berlin -Edición de verano- 2020,Ramos Reserva / Vila Santa Sommelier Edition,2019,J Portugal Ramos Vinhos SA,Portugal,Alentejo,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Aragonez, Trincadeira",14,"5,6","3,5",90,6,No,Gold
Berlin -Edición de verano- 2020,Portas da Herdade,2019,"Companhia das Quintas SAQRC - Borlido, S.A.",Portugal,Alentejo,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Alicante Bouschet, Aragonez, Trincadeira","13,4","4,22","1,6",77,"1,8",No,Gold
Berlin -Edición de verano- 2020,Rebelde,2019,Casa Santos Lima,Portugal,Alentejo,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Touriga Nacional, Alicante Bouschet, Petit Verdot, Syrah",14,"5,8","7,38",120,4,No,Gold
Berlin -Edición de verano- 2020,Loios  / Vila Santa,2019,J Portugal Ramos Vinhos SA,Portugal,Alentejo,Vino tranquilo,Seco,tanque de acero,tinto,"Castelão, Aragonez, Trincadeira",14,"5,1","3,5",86,"4,5",No,Gold
Berlin -Edición de verano- 2020,Château Martin,2018,SARL Les Domaines de la Mette,Francia,Bordeaux,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Cabernet Sauvignon","13,82","5,43","0,1",59,11,No,Gold
Berlin -Edición de verano- 2020,NELEMAN ORGANIC CABERNET SAUVIGNON & BOBAL,2018,BODEGAS NELEMAN VALENCIA 2019 S.L.,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet, Bobal","13,5","5,45","0,5",66,"12,95",Sí,Gold
Berlin -Edición de verano- 2020,Clos de Lôm Isidra,2018,Bodega Clos de Lôm,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo","14,5","6,4","2,3",122,"16,9",No,Silver
Berlin -Edición de verano- 2020,Marqués de Zenete Reserva,2016,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Monastrell, Tempranillo","13,5","5,2",4,90,"9,5",No,Gold
Berlin -Edición de verano- 2020,El Sierro Reserva,2016,Anecoop S.Coop,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo",14,"5,8",4,120,"12,9",No,Gold
Berlin -Edición de verano- 2020,Casa L´Àngel Cabernet Sauvignon Ecológico,2019,Anecoop S.Coop,España,Valencia,Vino tranquilo,Semi seco,tanque de acero,tinto,Cabernet Sauvignon,"13,5","5,5",4,90,9,No,Gold
Berlin -Edición de verano- 2020,Finca Cañadelas Cabernet Sauvignon,2019,Anecoop,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,14,"5,5",6,120,6,No,Gold
Berlin -Edición de verano- 2020,"NELEMAN ""JUST FUCKING GOOD WINE"" ORGANIC RED",2018,BODEGAS NELEMAN VALENCIA 2019 S.L.,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Marselan,"14,5","5,99","0,3",86,"16,95",Sí,Silver
Berlin -Edición de verano- 2020,Marqués de Arragón Reserva,2016,Anecoop S.Coop,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Monastrell, Tempranillo","13,5","5,2",4,120,"9,5",No,Gold
Berlin -Edición de verano- 2020,Tunupa Reserva Carménère,2018,LFE,Chile,Lolol-Los Lingues,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Carmenère,"13,3","4,71","2,84","0,51","6,49",No,Gold
Berlin -Edición de verano- 2020,Bream Creek Vineyard Reserve Pinot Noir,2018,Bream Creek Vineyard,Australia,Tasmanien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Pinot Noir,14,"5,35","0,1",90,"40,76",No,Gold
Berlin -Edición de verano- 2020,RASO DE LARRAINZAR RESERVA,2013,Bodegas Pago De Larrainzar S.L.U,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Merlot, Tempranillo",14,"5,2","1,9",33,14,No,Gold
Berlin -Edición de verano- 2020,PAGO DE LARRAINZAR RESERVA ESPECIAL,2014,Bodegas Pago De Larrainzar S.L.U,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Merlot, Cabernet Sauvignon","14,5","0,56","1,8",54,25,No,Gold
Berlin -Edición de verano- 2020,Benito Escudero Crianza,2017,Bodegas Escudero,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Mazuelo, Tempranillo, Garnacha","13,55",5,2,68,No especificado,No,Gold
Berlin -Edición de verano- 2020,Vidau,2005,Bodegas Escudero,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Mazuelo, Graciano, Garnacha, Tempranillo","14,02","5,2","1,8",62,No especificado,No,Silver
Berlin -Edición de verano- 2020,Collezione Privata Nero di Troia Puglia IGP,2019,Cantina di Ruvo di Puglia,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,Nero di Troia,"12,5","5,34",0,118,"8,9",No,Gold
Berlin -Edición de verano- 2020,"San Giorgio Vini Nobili del Salento - Primitivo Puglia IGP ""Sentieri Infiniti""",2019,San Giorgio s.r.l.,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Primitivo,14,"5,55","8,2",63,"8,1",No,Gold
Berlin -Edición de verano- 2020,Crije,2018,Centoterre SRL,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,5","6,2",10,90,"6,3",No,Gold
Berlin -Edición de verano- 2020,Grifone Nero di Troia Puglia IGP,2019,Cantina di Ruvo di Puglia,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,Nero di Troia,"12,5","5,34","12,96",118,"8,9",No,Gold
Berlin -Edición de verano- 2020,Corsiero Nero Purosangue Puglia IGT Nero di Troia,2019,Barbanera Srl,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,Uva Nero di Troia,"14,02","5,45",12,135,"7,99",No,Gold
Berlin -Edición de verano- 2020,Manoro Primitivo Puglia IGP,2019,OSM,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,"13,5","5,7",10,119,"6,8",No,Grand Gold
Berlin -Edición de verano- 2020,"""Z"" Zinfandel Epicuro",2019,Femar Vini,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,Zinfandel,14,"6,1","13,8","140,44",10,No,Gold
Berlin -Edición de verano- 2020,Primitivo Puglia Passo Reale,2019,Riolite Vini,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"12,91","6,06","9,9",138,13,No,Gold
Berlin -Edición de verano- 2020,Lu'Lì Rosso da Uve Leggermente Appassite,2019,Masca del Tacco,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,"Cabernet, Negroamaro, Syrah","14,5","6,48","14,5","140,46",9,No,Gold
Berlin -Edición de verano- 2020,PASSONOVO PRIMITIVO IGT PUGLIA,2018,Alesia  Group Srl  - Italian Wine Atelier,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Prugnolo Gentile,"13,5",5,10,100,3,No,Silver
Berlin -Edición de verano- 2020,Auramadre Primitivo Puglia Igt Organic,2019,Auramadre SRL,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,"12,6","5,25",2,75,10,Sí,Silver
Berlin -Edición de verano- 2020,Primitivo IGT Puglia Special Edition,2019,Cantina Danese Srl,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Primitivo,"14,5","5,97",10,150,"4,8",No,Gold
Berlin -Edición de verano- 2020,Lu'Lì Edizione Limitata Primitivo,2019,Masca del Tacco,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,Primitivo,"17,5","6,45","15,02","170,42",16,No,Gold
Berlin -Edición de verano- 2020,Duca della Seduzione Passiù Puglia Rosso IGT Passito,2019,Barbanera Srl,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,no especificado,"14,65","5,7",10,148,"4,99",No,Gold
Berlin -Edición de verano- 2020,12 e mezzo Primitivo Puglia IGP,2019,Varvaglione Vigne e Vini srl,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,Primitivo,"12,8","5,5","9,5",150,"6,5",No,Gold
Berlin -Edición de verano- 2020,ENZO VINCENZO Puglia IGT Rosso da uve appassite,2019,Cantine Sgarzi Luigi,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Negroamaro, Primitivo",15,"5,5",6,110,"3,99",No,Gold
Berlin -Edición de verano- 2020,Corsiero Nero Puglia IGT Nero di Troia,2019,Barbanera Srl,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,Uva Nero di Troia,"13,25",6,"9,7",140,"6,99",No,Gold
Berlin -Edición de verano- 2020,"""In Me"" Negroamaro Zinfandel",2019,Azienda Agricola Poggio Le Volpi Soc. Agricola a.r.l.,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,"Negroamaro, Zinfandel",15,"5,9","12,95","120,46",9,No,Gold
Berlin -Edición de verano- 2020,Duca di Saragnano Alchymia Puglia IGT Primitivo,2019,Barbanera Srl,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,75","5,72","17,1",160,"7,99",No,Gold
Berlin -Edición de verano- 2020,Collezione Cinquanta Vino Rosso d'Italia +4,sin añada,Cantine San Marzano,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,"Primitivo, Negroamaro","14,5","6,6",16,145,19,No,Gold
Berlin -Edición de verano- 2020,Quattro Conti Otto Lune,2017,Agr. Soc. Coop. Conti Zecca,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Primitivo, Otros varietales","14,5","5,45",10,115,12,No,Silver
Berlin -Edición de verano- 2020,Puglia IGT Nero di Troia,2019,Barbanera Srl,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,Uva Nero di Troia,"13,25",6,"9,7",140,"5,99",No,Gold
Berlin -Edición de verano- 2020,Syrah Vegoritis,2017,Boskos Christos & Co Pty,Grecia,Makedonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,"14,7","6,3","4,5",65,"13,5",No,Silver
Berlin -Edición de verano- 2020,FELIX ROCHA PREMIUM,2011,Sociedade Agrícola Félix Rocha,Portugal,Estremadura,Vino tranquilo,brut,maduración en barrica - 100%,tinto,"Syrah, Alicante Bouschet, Touriga Franca, Touriga Nacional","16,5","7,05",8,23,49,No,Grand Gold
Berlin -Edición de verano- 2020,FÉLIX ROCHA PETIT VERDOT,2017,Sociedade Agrícola Félix Rocha,Portugal,Estremadura,Vino tranquilo,extra brut,maduración en barrica - 100%,tinto,Petit Verdot,14,"5,96","0,8",20,"9,9",No,Gold
Berlin -Edición de verano- 2020,Sem Pressa Tinto,2019,Vassala Wines,Portugal,Estremadura,Vino tranquilo,Seco,tanque de acero,tinto,"Aragonez, Castela, Syrah","13,56","5,6","1,6",40,3,No,Gold
Berlin -Edición de verano- 2020,Caves Rendeiro,2017,Caves Rendeiro - Soc. Comercial de Vinhos Lda,Portugal,Estremadura,Vino tranquilo,Seco,No especificado,tinto,"Caladoc, Tinta Barocca, Merlot, Touriga Nacional","14,5","4,82","0,6",143,6,No,Gold
Berlin -Edición de verano- 2020,"Merlot Spätlese Barrique trocken, Dackenheimer Liebesbrunnen",2018,Weingut Winkels-Herding,Alemania,Pfalz,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Merlot,"15,5","5,4","0,4",81,"10,5",No,Gold
Berlin -Edición de verano- 2020,VLAHIKO,2018,Zoinos Winery,Grecia,Epirus,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Vlachiko,12,"5,8","2,1",120,15,No,Silver
Berlin -Edición de verano- 2020,Spirit of the Andes Organic Cabernet Sauvignon,2018,Fincas Patagónicas Tapiz | Zolo | Wapisa,Argentina,Mendoza,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Cabernet Sauvignon,"14,1","5,46","3,63",66,"8,95",Sí,Gold
Berlin -Edición de verano- 2020,Diapiro Roble,2019,"La Bodega de Pinoso, Coop. V.",España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Monastrell, Tempranillo",15,"5,24","0,42",67,"7,95",No,Gold
Berlin -Edición de verano- 2020,Almorquí Tinto,2019,"La Bodega de Pinoso, Coop. V.",España,Valencia,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Garnacha Tintorera, Monastrell","14,5","5,99","3,22",62,"5,95",Sí,Gold
Berlin -Edición de verano- 2020,Spätburgunder Rotwein JG,2018,Weingut Ernst GbR,Alemania,Baden,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Blauer Spätburgunder,"13,5","6,3","0,6",81,"15,3",No,Gold
Berlin -Edición de verano- 2020,Falerno del Massico Primitivo,2015,Tenute Bianchino,Italia,Campania,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Primitivo,14,"5,78","1,7",90,14,No,Gold
Berlin -Edición de verano- 2020,BIO TC - Tempranillo Cabernet,2016,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo","13,38","4,91","2,1",88,No especificado,Sí,Gold
Berlin -Edición de verano- 2020,Cultura Vini Reserva,2015,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"12,96","5,37","1,5",39,No especificado,No,Gold
Berlin -Edición de verano- 2020,Raices Reserva,2015,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"12,96","5,37","1,5",39,No especificado,No,Gold
Berlin -Edición de verano- 2020,Alba de los infantes reserva,2015,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"12,96","5,37","1,5",39,No especificado,No,Gold
Berlin -Edición de verano- 2020,TC - Tempranillo Cabernet Sauvignon,2016,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo","13,38","4,91","2,1",88,No especificado,No,Gold
Berlin -Edición de verano- 2020,Tabanico Tinto,2016,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo","13,38","4,91","2,1",88,No especificado,No,Gold
Berlin -Edición de verano- 2020,Detunda Tinto,2016,Bodega Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo","13,38","4,91","2,1",88,No especificado,No,Gold
Berlin -Edición de verano- 2020,Hillside Reserve,2018,TTI German Trading GmbH,Azerbaiyán,,Vino tranquilo,Seco,No especificado,tinto,Cabernet Sauvignon,"13,9","4,98",1,"64,77",No especificado,No,Gold
Berlin -Edición de verano- 2020,Castillo de Paniza,2016,Bodegas Paniza,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,14,"5,3",2,137,"2,49",No,Gold
Berlin -Edición de verano- 2020,"""Castrum"" San Severo DOP Rosso",2018,L'ANTICA CANTINA,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,"Montepulciano, Sangiovese",13,"4,8","0,01",80,7,No,Gold
Berlin -Edición de verano- 2020,Classic Zinfandel,2017,TREASURY WINE ESTATES,Estados Unidos,California,Vino tranquilo,Seco,tanque de acero,tinto,Zinfandel,"14,5",0,0,0,"5,99",Sí,Gold
Berlin -Edición de verano- 2020,CARATO,2017,Vini & Distillati SA,Suiza,Ticino,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Merlot,"14,28","5,24","0,6",59,"29,9",No,Gold
Berlin -Edición de verano- 2020,SAN CARLO,2018,Vini & Distillati SA,Suiza,Ticino,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Merlot,"13,43","4,83","0,6",46,"21,6",No,Gold
