Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Bio,Medalla
Berlin -Edición de verano- 2014,Viña Albali Crianza,2011,Felix Solis (Valdepeñas),España,Valdepeñas,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,13,"4,9",3,0,"2,99",No,Silver
Berlin -Edición de verano- 2014,Viñas del Rey Gran Reserva,2008,Felix Solis (Valdepeñas),España,Valdepeñas,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"4,9",3,0,"2,99",No,Gold
Berlin -Edición de verano- 2014,Viña Albali Reserva,2010,Felix Solis (Valdepeñas),España,Valdepeñas,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"4,9",3,0,"3,99",No,Gold
Berlin -Edición de verano- 2014,Los Molinos Gran Reserva,2008,Felix Solis (Valdepeñas),España,Valdepeñas,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"4,9",3,0,"5,99",No,Gold
Berlin -Edición de verano- 2014,Finca la Meda Alta Expresión,2011,Pagos del Rey (Toro),España,TORO,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tinta  de Toro,14,"5,2",4,0,"9,99",No,Gold
Berlin -Edición de verano- 2014,Castillo De Albai Reserva,2009,FÉLIX SOLÍS AVANTIS S.A.,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","3,5","3,9",0,"5,99",No,Gold
Berlin -Edición de verano- 2014,Langa Pasion,2012,Pagos Familia Langa,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"14,6","5,6","1,4",52,7,No,Gold
Berlin -Edición de verano- 2014,"Pi, 3.1416",2011,Pagos Familia Langa,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Concejón,"14,06",6,4,48,15,No,Gold
Berlin -Edición de verano- 2014,Baden Spätburgunder QbA Edition Firtz Keller,2012,Badische Winzer und Winzergenossenschaften,Alemania,Baden,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Spätburgunder, Otros varietales",13,"4,6","3,7",0,"5,99",No,Gold
Berlin -Edición de verano- 2014,Aldi Morellino di Scansano DOCG,2013,Castellani,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Sangiovese, Cabernet Sauvignon",13,"6,3",1,90,"3,99",No,Gold
Berlin -Edición de verano- 2014,Maison du Sud Merlot,2013,ADVINI - Jeanjean,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,22","3,2","0,22",80,4,No,Gold
Berlin -Edición de verano- 2014,Mont Saint Jean,2013,ADVINI - Jeanjean,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,"Carignan, Syrah, Grenache",13,"3,39","0,26",94,5,No,Gold
Berlin -Edición de verano- 2014,Sol de Chile Cab. Sauvignon - Merlot,2013,Bodegas y Viñedos de Aguirre S.A.,Chile,Valle Central,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Merlot",13,"3,49","3,1",0,"2,99",No,Gold
Berlin -Edición de verano- 2014,Sol de Chile Reserva Carménère,2012,Bodegas y Viñedos de Aguirre S.A.,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Carmenère,"13,5","3,55","2,6",0,"3,99",No,Gold
Berlin -Edición de verano- 2014,Longitud Syrah,2013,Bodegas y Viñedos de Aguirre S.A.,Chile,,Vino tranquilo,Seco,tanque de acero,tinto,Syrah,"13,5","3,5","2,6",0,"3,1",No,Gold
Berlin -Edición de verano- 2014,Longitud Cabarnet Sauvignon,2013,Bodegas y Viñedos de Aguirre S.A.,Chile,,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,"13,6","3,45","2,8",0,"3,1",No,Silver
Berlin -Edición de verano- 2014,Longitud Cabarnet Sauvignon Premium,2010,Bodegas y Viñedos de Aguirre S.A.,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,14,"3,48",3,0,"9,7",No,Gold
Berlin -Edición de verano- 2014,Sol de Chile Gran Reserva Cabernet Sauvignon / Syrah,2010,Bodegas y Viñedos de Aguirre S.A.,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Syrah","13,6","3,51",3,0,"4,2",No,Gold
Berlin -Edición de verano- 2014,Promesa Cab. Sauvignon - Carmenere,2010,Bodegas y Viñedos de Aguirre S.A.,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Carmenère","13,6","3,38","2,9",0,"4,2",No,Gold
Berlin -Edición de verano- 2014,Cano Alta Expresion,2011,FÉLIX SOLÍS AVANTIS S.A.,España,Toro ( Zamora ),Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tinta  de Toro,14,"5,2","3,9",0,"7,99",No,Gold
Berlin -Edición de verano- 2014,Cepa Lebrel Reserva,2009,FÉLIX SOLÍS AVANTIS S.A.,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","3,5",4,0,"4,99",No,Gold
Berlin -Edición de verano- 2014,Domaine Petroni Rot,2013,SCA Union de Vignerons de l'île de beauté,Francia,Provence und Korsika,Vino tranquilo,Seco,tanque de acero,tinto,"Grenache, Nielluccio, Syrah","13,25","3,51","0,7",63,"7,5",No,Silver
Berlin -Edición de verano- 2014,Canata Rosso Veronese Appassrento Villa Annaberta,2011,Cottini,Italia,Leneto,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet, Molinara, Corvina, Rondinella","14,5","5,43","5,8",0,15,No,Silver
Berlin -Edición de verano- 2014,Chianti DOCG Rubinello,2013,Le Chiantigiane Soc. Coop. Agricola R.L.,Italia,Chianti,Vino tranquilo,Seco,tanque de acero,tinto,"Sangiovese, Canaiolo Nero","12,17","5,12","0,37",0,"2,19",No,Gold
Berlin -Edición de verano- 2014,"""Montelaia"" Chianti Classico DOCG Riserva",2012,Gestioni Piccini SRL,Italia,Chianti,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Sangiovese, Cabernet",13,"5,02","0,15",0,"4,99",No,Gold
Berlin -Edición de verano- 2014,Bolgheri DOC,2012,Gestioni Piccini SRL,Italia,Bolgheri,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet, Merlot","13,17","5,6","0,7",0,"7,99",No,Gold
Berlin -Edición de verano- 2014,Rosso delle Venezie,2013,Casa Vinicola Satori,Italia,Veneto,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Merlot, Rondinella, Corvina, Cabernet",13,"5,6",9,0,"5,99",No,Gold
Berlin -Edición de verano- 2014,Rosso di Montalcino DOC,2013,Gestioni Piccini SRL,Italia,Montalcino,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Sangiovese,"13,7","5,34","0,03",0,"8,99",No,Gold
Berlin -Edición de verano- 2014,Brunello di Montalcino DOCG Riserva,2009,Gestioni Piccini SRL,Italia,Montalcino,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Sangiovese,"14,36","5,5","0,8",0,"16,99",No,Gold
Berlin -Edición de verano- 2014,Rioja Reserva DOCa,2009,Bodegas Altanza S.A.,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,14,"5,5","0,9",0,"9,99",No,Gold
Berlin -Edición de verano- 2014,Ramon López Murillo Rioja Reserva,2010,Bodegas Isidro Milagro,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","5,25","1,9",0,"4,99",No,Gold
Berlin -Edición de verano- 2014,Cims Del Montsant,2011,Cellers Baronia del Montsant,España,Cataluña,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Carinena","13,5","5,4",1,90,10,Sí,Gold
Berlin -Edición de verano- 2014,Willi Opitz Blaufränkisch,2012,Willi Opitz,Austria,Burgenland,Vino tranquilo,Seco,tanque de acero,tinto,Blaufränkisch,"12,5","4,7","2,1",0,"5,99",No,Gold
Berlin -Edición de verano- 2014,Südtiroler Cabernet DOC Riserva Mumelter,2012,Kellerei Bozen Gen.,Italia,Südtirol,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet,"13,5","4,6","4,1",128,"19,5",No,Gold
Berlin -Edición de verano- 2014,Südtiroler Lagrein DOC Riserva Taber,2012,Kellerei Bozen Gen.,Italia,Südtirol,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Lagrein,14,"4,8",4,104,23,No,Gold
Berlin -Edición de verano- 2014,Los Condes Reserva Catalunya D.O.,2010,Roqueta Origen,España,Cataluña,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Cabernet Sauvignon","13,5","3,45","1,2",100,"5,99",No,Gold
Berlin -Edición de verano- 2014,Los Condes Crianza Catalunya D.O.,2011,Roqueta Origen,España,Cataluña,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo","13,5","3,5","1,1",100,"4,99",No,Silver
Berlin -Edición de verano- 2014,Los Condes Tempranillo Catalunya D.O.,2013,Roqueta Origen,España,Cataluña,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,13,"3,5","1,1",100,"3,99",No,Gold
Berlin -Edición de verano- 2014,Los Condes Gran Reserva Catalunya D.O.,2007,Roqueta Origen,España,Cataluña,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Cabernet Sauvignon","13,5","3,4","0,4",100,"6,99",No,Gold
Berlin -Edición de verano- 2014,Da Vinci Chianti Riserva,2011,Cantine Leonardo da Vinci,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Otros varietales, Sangiovese, Merlot",13,"5,23","1,37",104,11,No,Gold
Berlin -Edición de verano- 2014,Cantina di Montalcino Chianti Riserva,2011,Cantine Leonardo da Vinci,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Otros varietales, Sangiovese, Merlot",13,"4,99","1,32",105,11,No,Gold
Berlin -Edición de verano- 2014,Feudo Arancio Nero d'Avola,2013,Feudo Arancio,Italia,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nero d´Avola,"13,2","5,2",6,85,"6,5",No,Gold
Berlin -Edición de verano- 2014,Castel Firmian Lagrein,2013,Mezzacorona sca,Italia,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Lagrein,"12,7","5,1","5,5",80,7,No,Gold
Berlin -Edición de verano- 2014,Murviedro Colección Crianza,2011,Bodegas Murviedro,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Syrah, Tempranillo, Monastrell","13,5","5,26","1,1",0,"4,99",No,Silver
Berlin -Edición de verano- 2014,Los Monteros Crianza,2011,Bodegas Murviedro,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Monastrell, Merlot","13,5","5,35","1,5",0,7,No,Gold
Berlin -Edición de verano- 2014,Cecchi Vino Nobile di Montepulciano DOCG,2011,CECCHI - Casa Vinicola Luigi Cecchi & Figli srl,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Prugnolo Gentile, Colorino","13,5","5,5","1,2",140,"9,99",No,Gold
Berlin -Edición de verano- 2014,Cecchi Chianti Classico DOCG,2011,Luigi Cecchi & Figli SRL,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Sangiovese, Colorino","13,5","5,3","1,9",0,"7,99",No,Gold
Berlin -Edición de verano- 2014,Vino de la Tierra de Castilla y Leon,2012,Bodegas Fariña,España,Castilla y León,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"13,42","4,82","5,2",55,"3,93",No,Gold
Berlin -Edición de verano- 2014,Joseph,2011,"California Wine Classics, LLC",Estados Unidos,California,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Zinfandel,14,"5,9",1,40,No especificado,No,Gold
Berlin -Edición de verano- 2014,Joseph,2011,"California Wine Classics, LLC",Estados Unidos,California,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"13,5","5,9",1,95,No especificado,No,Gold
Berlin -Edición de verano- 2014,Castillo Establés Gran Reserva,2008,BODEGAS COVIÑAS,España,Utiel - Requena,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Garnacha,13,"4,87","3,85",98,"6,99",No,Gold
Berlin -Edición de verano- 2014,Corsaire Réserve du Président Rot,2013,SCA Union de Vignerons de l'île de beauté,Francia,Provence und Korsika,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Merlot, Grenache, Nielluccio","12,45","3,46","3,61",114,"3,99",No,Gold
Berlin -Edición de verano- 2014,D.O.P. Cariñena,2007,Grandes Vinos y Vinedos S.A.,España,Aragonien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Carinena, Garnacha, Tempranillo","12,5","4,9","2,5",118,"2,99",No,Gold
Berlin -Edición de verano- 2014,Blauer Zweigelt Qualitätswein Niederösterreich Domäne Baumgartner,2013,Ing. W. Baumgartner GmbH & Co. KG.,Austria,Weinviertel,Vino tranquilo,Seco,tanque de acero,tinto,Blauer Zweigelt,13,"4,6","4,8",0,"5,5",No,Gold
Berlin -Edición de verano- 2014,Reggiano Lambrusco DOC Secco,2013,Medici Ermete & Figli,Italia,Emilia-Romagna,Vino de aguja,Seco,tanque de acero,tinto,Lambrusco Salamino,"11,5","7,5",10,120,"9,9",No,Gold
Berlin -Edición de verano- 2014,Raza Reserva,2008,"Belluna Co., Ltd.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,2","1,9",88,18,No,Gold
Berlin -Edición de verano- 2014,Raza Reserva Selección,2008,"Belluna Co., Ltd.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,1",2,75,26,No,Gold
Berlin -Edición de verano- 2014,Condor Andino Malbec,2013,"Belluna Co., Ltd.",Argentina,Mendoza,Vino tranquilo,Seco,tanque de acero,tinto,Malbec,"12,5","5,07","3,5",77,"5,5",No,Gold
Berlin -Edición de verano- 2014,Condor Andino Shiraz,2013,"Belluna Co., Ltd.",Argentina,Mendoza,Vino tranquilo,Seco,tanque de acero,tinto,Shiraz,13,"5,19","3,18",90,"5,5",No,Gold
Berlin -Edición de verano- 2014,Condor Andino Reserva Malbec,2012,"Belluna Co., Ltd.",Argentina,Mendoza,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Malbec,"13,5","5,18","2,26",95,8,No,Gold
Berlin -Edición de verano- 2014,puklavec & friends Cabernet Sauvignon & Merlot,2013,P&F Jeruzalem d.o.o.,Macedonia,Povardarje,Vino tranquilo,Seco,tanque de acero,tinto,"Vranec, Cabernet Sauvignon, Merlot",14,"5,52","5,7",109,"4,99",No,Gold
Berlin -Edición de verano- 2014,Blackhawk Merlot,2012,Beat Creek Winery,Estados Unidos,California,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,63","3,45","5,5",0,"8,99",No,Gold
Berlin -Edición de verano- 2014,Pago Aylés Aldeya Garnacha DO,2013,Bodega Pago de Ayles,España,Aragonien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Garnacha,"14,15","4,4","3,5",50,"7,6",No,Gold
Berlin -Edición de verano- 2014,La Grange Classique Rouge IGP,2013,Domaine de la Grange,Francia,Languedoc-Roussillon,Vino tranquilo,Semi seco,tanque de acero,tinto,"Syrah, Mourvedre","12,68","4,76","9,4",78,"5,9",No,Gold
Berlin -Edición de verano- 2014,La Grange Terroir Merlot IGP,2013,Domaine de la Grange,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,86","5,66","0,3",38,"6,9",No,Gold
Berlin -Edición de verano- 2014,Tenuta Ulisse Amaranta Montepulciano d'Abruzzo DOC,2012,Tenuta Ulisse,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Montepulciano,"14,1","5,5",7,100,"18,95",No,Gold
Berlin -Edición de verano- 2014,Primitivo Salento IGT Borgo al Sole,2012,San Matteo,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Primitivo,14,"5,45","10,5",97,6,No,Gold
Berlin -Edición de verano- 2014,Tarragona DO Gran Reserva,2007,Reserva de la Tierra - World Wide Wines,España,Cataluña,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Cabernet Sauvignon",13,"4,9","0,7",68,"2,99",No,Gold
Berlin -Edición de verano- 2014,Toscana IGT,2013,Cecchi Luigi & Figli SRL,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Sangiovese, Cabernet Sauvignon","13,2","5,5",0,0,No especificado,No,Gold
Berlin -Edición de verano- 2014,Brunello Montalcino DOCG Riserva,2008,Collina dei Lecci SrI,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Sangiovese,"14,12","5,8","0,9",61,No especificado,No,Gold
Berlin -Edición de verano- 2014,Chianti Classico DOCG,2012,Cecchi Luigi & Figli SRL,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Colorino, Sangiovese, Canaiolo","13,2","5,7","1,2",0,No especificado,No,Gold
Berlin -Edición de verano- 2014,Amarone della Valpolicella Tenuta Cajo DOCG,2010,Ca'Botta Vini,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Croatina, Oseleta, Cabernet Sauvignon, Corvina, Corvinone",16,"6,5",7,80,50,No,Gold
Berlin -Edición de verano- 2014,Valpolicella Ripasso Superiore Tenuta Costa Rossa DOC,2010,Ca'Botta Vini,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Rondinella, Cabernet Sauvignon, Croatina, Oseleta, Corvina, Corvinone","14,5","6,5",5,80,25,No,Gold
Berlin -Edición de verano- 2014,Mavrodafne Reserve,sin añada,Cavino S.A.,Grecia,Peloponnes,Vino tranquilo,semi dulce,maduración en barrica - 100%,tinto,Mavrodafni,15,"5,1",135,0,No especificado,No,Silver
Berlin -Edición de verano- 2014,Grande Vitae Primitivo IGT Puglia,2011,ICQRF,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,13,"5,5",8,0,"4,99",No,Gold
Berlin -Edición de verano- 2014,Lorciano Lunacanta Toscana rosso IGT,2013,Placido Società Agricola,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Sangiovese","13,17","4,65","1,67",47,"4,99",No,Silver
Berlin -Edición de verano- 2014,Lorciano Chianti Riserva DOCG,2010,Dalle Vigne,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,"Otros varietales, Sangiovese, Merlot",13,"5,1","1,41",28,"5,99",No,Gold
Berlin -Edición de verano- 2014,Vitae IGT Puglia,2010,Torrevento,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Negroamaro",13,"5,5",6,30,"3,99",No,Silver
Berlin -Edición de verano- 2014,42° Montepulciano d'Abruzzo DOC,2013,T.V.S.C.A.,Italia,Abruzzo,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,"13,2","5,5",0,40,"3,99",No,Gold
Berlin -Edición de verano- 2014,Lorciano Brunello di Montalcino DOCG,2007,Placido Società Agricola,Italia,Montalcino,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Sangiovese,"13,5","5,05","1,05","46,3","15,99",No,Gold
Berlin -Edición de verano- 2014,Lorciano Rosso di Montalcino DOCG,2012,Placido Società Agricola,Italia,Montalcino,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Sangiovese,"13,8","5,17","1,13",47,"9,99",No,Gold
Berlin -Edición de verano- 2014,König Erl Dornfelder Pinot Noir QbA,2012,D-RP 5 035 214,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,"Dornfelder, Pinot Noir",14,"4,8","4,7",0,"5,99",No,Gold
Berlin -Edición de verano- 2014,KAYRA,2012,Mey Icki Sanayi ve Ticaret A.S.,Turquía,Anatolia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Shiraz,"13,89","5,81","2,72","94,7",7,No,Silver
Berlin -Edición de verano- 2014,Kayra Öküzgözü,2012,Mey Icki Sanayi ve Ticaret A.S.,Turquía,Anatolia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Oküzgözü,"13,06","4,71","1,87","78,9",10,No,Gold
Berlin -Edición de verano- 2014,Fox Creek Duet Cabernet Sauvignon-Merlot,2012,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Merlot","14,9","6,7","2,5",101,"15,86",No,Gold
Berlin -Edición de verano- 2014,Fox Creek Shiraz-Grenache-Mourvedre,2012,Fox Creek Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Mourvedre, Shiraz, Grenache","15,3","6,7","2,6",67,"12,07",No,Gold
Berlin -Edición de verano- 2014,"GRAN SASSO ""La Bella Addormentata"" Montepulciano D´Abruzzo DOC",2013,Fantini Group Vini Srl,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,"12,5","5,6","2,5",92,3,No,Gold
Berlin -Edición de verano- 2014,"GRAN SASSO ""La Bella Addormentata"" Sangiovese Terre di Chieti IGT",2013,Fantini Group Vini Srl,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,Sangiovese,12,"5,3","7,5",96,"2,7",No,Gold
Berlin -Edición de verano- 2014,Primo Montepulciano D´Abruzzo DOC,2013,Fantini Group Vini Srl,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,"12,5","5,24","3,5",93,"3,5",No,Gold
Berlin -Edición de verano- 2014,Marques de Castilla Barrica,2010,Bodegas Cristo de la Vega,España,,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Merlot, Cabernet Sauvignon","12,5","4,29","5,6",46,6,No,Gold
Berlin -Edición de verano- 2014,Lenz Moser Selection Blauer Zweigelt,2013,Weinkellerei Lenz Moser,Austria,Burgenland,Vino tranquilo,Seco,tanque de acero,tinto,Blauer Zweigelt,13,"4,5","3,5",58,"5,99",No,Gold
Berlin -Edición de verano- 2014,Côtes du Rhône Bio,2013,Union des Vignerons des Côtes du Rhône,Francia,Rhône,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Grenache","12,5","5,1","2,3",68,"3,99",Sí,Gold
Berlin -Edición de verano- 2014,Vinsobres,2013,Union des Vignerons des Côtes du Rhône,Francia,Rhône,Vino tranquilo,Seco,tanque de acero,tinto,"Grenache, Syrah","13,5","5,2","1,8",72,"6,99",Sí,Gold
Berlin -Edición de verano- 2014,Lemberger **** trocken,2010,Weingut Karl Busch,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Lemberger,"13,56","5,1","6,3",154,"21,5",No,Gold
Berlin -Edición de verano- 2014,Raíces Gran Reserva,2007,Bodegas Fernando Castro,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,13,"4,7",2,90,5,Sí,Gold
Berlin -Edición de verano- 2014,Raíces Reserva,2009,Bodegas Fernando Castro,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,13,"4,6","1,9",100,5,Sí,Gold
Berlin -Edición de verano- 2014,Finca los Altos Gran Reserva,2005,Bodegas Fernando Castro,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,13,"4,7",2,90,5,Sí,Gold
Berlin -Edición de verano- 2014,Coreto Joker red,2012,DFJ Vinhos,Portugal,,Vino tranquilo,Seco,fermentación en botella,tinto,Cuvée,"11,5","5,48","12,95",115,"6,45",No,Gold
Berlin -Edición de verano- 2014,Ruda Tempranillo,2012,Viña Ruda,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"13,5","4,8","0,2",10,"4,5",Sí,Silver
Berlin -Edición de verano- 2014,Ruda Ensamblaje,2012,Viña Ruda,España,Castilla La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Syrah","13,5","4,37","0,7",14,7,Sí,Gold
Berlin -Edición de verano- 2014,Weinmanufaktur Krems Blauer Zweigelt,2013,Winzer Krems eG,Austria,Niederösterreich,Vino tranquilo,Seco,tanque de acero,tinto,Blauer Zweigelt,13,"5,3","3,6",0,"6,99",No,Gold
Berlin -Edición de verano- 2014,Monte Alentejano Reserva,2012,DFJ Vinhos,Portugal,Alentejo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cuvée,13,"5,18","13,8",102,"6,95",No,Gold
Berlin -Edición de verano- 2014,Casa do Lago red,2012,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cuvée,"12,5",6,"13,56",86,"6,95",No,Gold
Berlin -Edición de verano- 2014,Monte Sion Vin de la Terra Mallorca,2011,"Vinorica, S.L. / Bodegas Castell Miquel",España,Balearen,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Monastrell, Merlot, Syrah, Cabernet Sauvignon","15,02","5,6","3,3",157,14,No,Gold
Berlin -Edición de verano- 2014,Stairway to Heaven Cabernet Sauvignon Vin de la Terra Mallorca,2011,"Vinorica, S.L. / Bodegas Castell Miquel",España,Balearen,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"14,92","5,6","2,8",137,"18,5",No,Gold
Berlin -Edición de verano- 2014,Primitivo,2011,Soc. Agr. Moniaia,Italia,Puglia,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,14,"5,14","0,66",0,No especificado,No,Gold
Berlin -Edición de verano- 2014,Paxis Lisboa,2012,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Seco,fermentación en botella,tinto,Cuvée,"12,5","5,78","13,68",96,"6,95",No,Gold
Berlin -Edición de verano- 2014,Bigode red,2012,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Seco,fermentación en botella,tinto,Cuvée,"12,5",6,"13,64",99,"6,45",No,Gold
Berlin -Edición de verano- 2014,Mureda Tempranillo,2013,Mureda Alimentación,España,Kastilien-La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"14,5","5,2","1,5",80,"3,5",No,Gold
Berlin -Edición de verano- 2014,Albertone Rosso Appassimento Vino Rosso,sin añada,Global Wines,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Molinara, Rondinella, Corvina","14,15","6,02","12,71",133,"7,99",No,Silver
Berlin -Edición de verano- 2014,Finca las Moras Cabernet Sauvignon,2014,Finca las Moras,Argentina,San Juan,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,"13,3","5,7","3,42",55,"5,99",No,Silver
Berlin -Edición de verano- 2014,SCENIC ROAD  Shiraz,2012,Lanz Vineyards,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"13,5","5,61","2,8",114,"29,5",No,Silver
Berlin -Edición de verano- 2014,THE CLUB  GSM,2012,Lanz Vineyards,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Mourvedre, Grenache, Shiraz","14,4","5,69","2,6",109,"27,2",No,Gold
